train_number,train_name,station_code,station_name,arrival_time,departure_time,distance_km,day_of_journey,runs_on_days
16346,Netravati Express,PNQ,Punkunnam,15:27,15:29,276.5,1,MTWTFSS
16346,Netravati Express,AMLR,Amalanagar,15:35,15:37,281.6,1,MTWTFSS
16346,Netravati Express,MGK,Mulagunnathukavu,15:44,15:46,286.9,1,MTWTFSS
16346,Netravati Express,WKI,Wadakancheri,15:55,15:57,294.0,1,MTWTFSS
16346,Netravati Express,VTK,Vallathol Nagar,16:10,16:12,304.1,1,MTWTFSS
16346,Netravati Express,SRR,Shoranur Junction,16:16,16:18,307.3,1,MTWTFSS
16346,Netravati Express,KTU,Kuttippuram,16:52,16:54,335.1,1,MTWTFSS
16346,Netravati Express,TUA,Tirunnavaya,17:02,17:04,341.3,1,MTWTFSS
16346,Netravati Express,TIR,Tirur,17:15,17:17,349.7,1,MTWTFSS
16346,Netravati Express,TA,Tanur,17:27,17:29,357.7,1,MTWTFSS
16346,Netravati Express,PGI,Parappanangadi,17:39,17:41,365.8,1,MTWTFSS
16346,Netravati Express,VLI,Vallikunnu,17:47,17:49,370.9,1,MTWTFSS
16346,Netravati Express,KN,Kadalundi,17:56,17:58,376.1,1,MTWTFSS
16346,Netravati Express,FK,Ferok,18:03,18:05,380.8,1,MTWTFSS
16346,Netravati Express,KUL,Kallayi,18:15,18:17,388.7,1,MTWTFSS
16346,Netravati Express,CLT,Kozhikode,18:19,18:21,390.3,1,MTWTFSS
16346,Netravati Express,WH,West Hill,18:27,18:29,395.0,1,MTWTFSS
16346,Netravati Express,ETR,Elattur,18:38,18:40,402.2,1,MTWTFSS
16346,Netravati Express,CMC,Chemancheri,18:49,18:51,409.3,1,MTWTFSS
16346,Netravati Express,QLD,Quilandi,18:58,19:00,414.6,1,MTWTFSS
16346,Netravati Express,TKT,Tikkotti,19:11,19:13,423.4,1,MTWTFSS
16346,Netravati Express,PYOL,Payyoli,19:17,19:19,426.5,1,MTWTFSS
16346,Netravati Express,BDJ,Vadakara railway station,19:30,19:32,435.7,1,MTWTFSS
16346,Netravati Express,MAHE,Mahé,19:48,19:50,448.2,1,MTWTFSS
16346,Netravati Express,JGE,Jagannath Temple Gate,19:57,19:59,454.3,1,MTWTFSS
16346,Netravati Express,TLY,Thalassery,20:02,20:04,456.7,1,MTWTFSS
16346,Netravati Express,ETK,Etakkot,20:14,20:16,464.5,1,MTWTFSS
16346,Netravati Express,CS,Kannur South,20:26,20:28,472.8,1,MTWTFSS
16346,Netravati Express,CAN,Kannur,20:33,20:35,476.4,1,MTWTFSS
16346,Netravati Express,VAPM,Valapattanam,20:43,20:45,483.0,1,MTWTFSS
16346,Netravati Express,PPNS,Pappinisseri,20:47,20:49,484.6,1,MTWTFSS
16346,Netravati Express,KPQ,Kannapuram,20:57,20:59,490.5,1,MTWTFSS
16346,Netravati Express,PAZ,Payangadi,21:08,21:10,497.7,1,MTWTFSS
16346,Netravati Express,ELM,Elimala,21:17,21:19,503.8,1,MTWTFSS
16346,Netravati Express,TKQ,Trikaripur,21:32,21:34,514.1,1,MTWTFSS
16346,Netravati Express,CHV,Cheruvattur,21:44,21:46,522.3,1,MTWTFSS
16346,Netravati Express,NLE,Nileshwar,21:53,21:55,527.4,1,MTWTFSS
16346,Netravati Express,BFR,Bekal Fort,22:17,22:19,545.1,1,MTWTFSS
16346,Netravati Express,KQK,Kottikkulam,22:25,22:27,549.7,1,MTWTFSS
16346,Netravati Express,KGQ,Kasargod,22:37,22:39,558.2,1,MTWTFSS
16346,Netravati Express,KMQ,Kumbla,22:54,22:56,570.1,1,MTWTFSS
16346,Netravati Express,UAA,Uppala,23:08,23:10,579.9,1,MTWTFSS
16346,Netravati Express,MJS,Manjeshwar,23:18,--,586.3,1,MTWTFSS
12602,Mangala Express,TVC,Thiruvananthapuram Central,--,10:02,0.0,1,MT-TFSS
12602,Mangala Express,TVP,Thiruvananthapuram Pettah,10:04,10:06,2.5,1,MT-TFSS
12602,Mangala Express,TVCN,Thiruvananthapuram North,10:11,10:13,6.6,1,MT-TFSS
12602,Mangala Express,KZK,Kazhakuttam,10:20,10:22,12.5,1,MT-TFSS
12602,Mangala Express,KXP,Kaniyapuram,10:26,10:28,16.4,1,MT-TFSS
12602,Mangala Express,MQU,Murukkampuzha,10:33,10:35,20.3,1,MT-TFSS
12602,Mangala Express,PGZ,Perunguzhi,10:39,10:41,23.5,1,MT-TFSS
12602,Mangala Express,CRY,Chirayinkeezh,10:45,10:47,27.5,1,MT-TFSS
12602,Mangala Express,KVU,Kadakavur,10:51,10:53,30.4,1,MT-TFSS
12602,Mangala Express,VAK,Varkala Sivagiri,11:02,11:04,38.8,1,MT-TFSS
12602,Mangala Express,EVA,Edavai,11:09,11:11,42.6,1,MT-TFSS
12602,Mangala Express,KFI,Kappil,11:14,11:16,45.3,1,MT-TFSS
12602,Mangala Express,PVU,Paravur,11:21,11:23,49.4,1,MT-TFSS
12602,Mangala Express,MYY,Mayyanad,11:27,11:29,52.9,1,MT-TFSS
12602,Mangala Express,QLN,Kollam Junction,11:38,11:40,60.7,1,MT-TFSS
12602,Mangala Express,KLQ,Kilikollur,11:46,11:48,66.1,1,MT-TFSS
12602,Mangala Express,MQO,Munroe Thuruttu,11:58,12:00,75.0,1,MT-TFSS
12602,Mangala Express,STKT,Sasthamkotta,12:05,12:07,79.2,1,MT-TFSS
12602,Mangala Express,KPY,Karunagapalli railway station,12:15,12:17,86.5,1,MT-TFSS
12602,Mangala Express,OCR,Ochira,12:26,12:28,94.2,1,MT-TFSS
12602,Mangala Express,KYJ,Kayamkulam Junction,12:35,12:37,99.9,1,MT-TFSS
12602,Mangala Express,CHPD,Cheppad Halt Station,12:45,12:47,106.8,1,MT-TFSS
12602,Mangala Express,HAD,Haripad,12:53,12:55,112.0,1,MT-TFSS
12602,Mangala Express,AMPA,Ambalappuzha,13:14,13:16,128.3,1,MT-TFSS
12602,Mangala Express,ALLP,Alappuzha,13:29,13:31,140.1,1,MT-TFSS
12602,Mangala Express,MAKM,Mararikulam,13:46,13:48,152.7,1,MT-TFSS
12602,Mangala Express,SRTL,Cherthala,14:00,14:02,163.1,1,MT-TFSS
12602,Mangala Express,TUVR,Turavur,14:13,14:15,172.6,1,MT-TFSS
12602,Mangala Express,KPTM,Kanjiramattam,14:32,14:34,187.4,1,MT-TFSS
12602,Mangala Express,ERN,Ernakulam Town,14:57,14:59,207.3,1,MT-TFSS
12602,Mangala Express,KALR,Kaloor,14:59,15:01,208.0,1,MT-TFSS
12602,Mangala Express,JLSD,JLN Stadium,15:03,15:05,209.0,1,MT-TFSS
12602,Mangala Express,PARV,Palarivattom,15:06,15:08,210.0,1,MT-TFSS
12602,Mangala Express,CGPP,Changampuzha Park,15:09,15:11,211.0,1,MT-TFSS
12602,Mangala Express,EDAP,Edappally,15:12,15:14,212.3,1,MT-TFSS
12602,Mangala Express,PDPM,Pathadipalam,15:16,15:18,213.7,1,MT-TFSS
12602,Mangala Express,CCUV,Cochin University,15:19,15:21,214.9,1,MT-TFSS
12602,Mangala Express,KLMR,Kalamassery,15:24,15:26,216.9,1,MT-TFSS
12602,Mangala Express,MUTT,Muttom,15:27,15:29,218.3,1,MT-TFSS
12602,Mangala Express,AATK,Ambattukavu,15:30,15:32,219.2,1,MT-TFSS
12602,Mangala Express,CPPY,Companypady,15:34,15:36,220.2,1,MT-TFSS
12602,Mangala Express,PNCU,Pulinchodu,15:37,15:39,221.1,1,MT-TFSS
12602,Mangala Express,ALVA,Aluva,15:41,15:43,222.8,1,MT-TFSS
12602,Mangala Express,CWR,Chovvara,15:47,15:49,226.4,1,MT-TFSS
12602,Mangala Express,AFK,Angamali (Kaladi),15:55,15:57,232.1,1,MT-TFSS
12602,Mangala Express,KUC,Karukkutty,16:03,16:05,236.8,1,MT-TFSS
12602,Mangala Express,CKI,Chalakudi,16:17,16:19,247.0,1,MT-TFSS
12602,Mangala Express,IJK,Irinjalakuda,16:26,16:28,253.2,1,MT-TFSS
12602,Mangala Express,PUK,Pudukad,16:38,16:40,262.4,1,MT-TFSS
12602,Mangala Express,OLR,Ollur,16:48,16:50,268.8,1,MT-TFSS
12602,Mangala Express,TCR,Thrissur,16:56,16:58,274.5,1,MT-TFSS
12602,Mangala Express,PNQ,Punkunnam,17:01,17:03,276.5,1,MT-TFSS
12602,Mangala Express,AMLR,Amalanagar,17:08,17:10,281.6,1,MT-TFSS
12602,Mangala Express,MGK,Mulagunnathukavu,17:17,17:19,286.9,1,MT-TFSS
12602,Mangala Express,WKI,Wadakancheri,17:27,17:29,294.0,1,MT-TFSS
12602,Mangala Express,VTK,Vallathol Nagar,17:40,17:42,304.1,1,MT-TFSS
12602,Mangala Express,SRR,Shoranur Junction,17:46,17:48,307.3,1,MT-TFSS
12602,Mangala Express,KTU,Kuttippuram,18:20,18:22,335.1,1,MT-TFSS
12602,Mangala Express,TUA,Tirunnavaya,18:29,18:31,341.3,1,MT-TFSS
12602,Mangala Express,TIR,Tirur,18:41,18:43,349.7,1,MT-TFSS
12602,Mangala Express,TA,Tanur,18:52,18:54,357.7,1,MT-TFSS
12602,Mangala Express,PGI,Parappanangadi,19:04,19:06,365.8,1,MT-TFSS
12602,Mangala Express,VLI,Vallikunnu,19:11,19:13,370.9,1,MT-TFSS
12602,Mangala Express,KN,Kadalundi,19:20,19:22,376.1,1,MT-TFSS
12602,Mangala Express,FK,Ferok,19:27,19:29,380.8,1,MT-TFSS
12602,Mangala Express,KUL,Kallayi,19:38,19:40,388.7,1,MT-TFSS
12602,Mangala Express,CLT,Kozhikode,19:42,19:44,390.3,1,MT-TFSS
12602,Mangala Express,WH,West Hill,19:49,19:51,395.0,1,MT-TFSS
12602,Mangala Express,ETR,Elattur,20:00,20:02,402.2,1,MT-TFSS
12602,Mangala Express,CMC,Chemancheri,20:10,20:12,409.3,1,MT-TFSS
12602,Mangala Express,QLD,Quilandi,20:18,20:20,414.6,1,MT-TFSS
12602,Mangala Express,TKT,Tikkotti,20:30,20:32,423.4,1,MT-TFSS
12602,Mangala Express,PYOL,Payyoli,20:36,20:38,426.5,1,MT-TFSS
12602,Mangala Express,BDJ,Vadakara railway station,20:48,20:50,435.7,1,MT-TFSS
12602,Mangala Express,MAHE,Mahé,21:05,21:07,448.2,1,MT-TFSS
12602,Mangala Express,JGE,Jagannath Temple Gate,21:14,21:16,454.3,1,MT-TFSS
12602,Mangala Express,TLY,Thalassery,21:18,21:20,456.7,1,MT-TFSS
12602,Mangala Express,ETK,Etakkot,21:29,21:31,464.5,1,MT-TFSS
12602,Mangala Express,CS,Kannur South,21:41,21:43,472.8,1,MT-TFSS
12602,Mangala Express,CAN,Kannur,21:47,21:49,476.4,1,MT-TFSS
12602,Mangala Express,VAPM,Valapattanam,21:57,21:59,483.0,1,MT-TFSS
12602,Mangala Express,PPNS,Pappinisseri,22:01,22:03,484.6,1,MT-TFSS
12602,Mangala Express,KPQ,Kannapuram,22:09,22:11,490.5,1,MT-TFSS
12602,Mangala Express,PAZ,Payangadi,22:20,22:22,497.7,1,MT-TFSS
12602,Mangala Express,ELM,Elimala,22:29,22:31,503.8,1,MT-TFSS
12602,Mangala Express,TKQ,Trikaripur,22:43,22:45,514.1,1,MT-TFSS
12602,Mangala Express,CHV,Cheruvattur,22:54,22:56,522.3,1,MT-TFSS
12602,Mangala Express,NLE,Nileshwar,23:02,23:04,527.4,1,MT-TFSS
12602,Mangala Express,BFR,Bekal Fort,23:24,23:26,545.1,1,MT-TFSS
12602,Mangala Express,KQK,Kottikkulam,23:32,23:34,549.7,1,MT-TFSS
12602,Mangala Express,KGQ,Kasargod,23:44,23:46,558.2,1,MT-TFSS
12602,Mangala Express,KMQ,Kumbla,23:59,00:01,570.1,1,MT-TFSS
12602,Mangala Express,UAA,Uppala,00:13,00:15,579.9,1,MT-TFSS
12602,Mangala Express,MJS,Manjeshwar,00:22,--,586.3,1,MT-TFSS
16526,Kanyakumari Express,TVC,Thiruvananthapuram Central,--,11:32,0.0,1,MTWTFSS
16526,Kanyakumari Express,TVP,Thiruvananthapuram Pettah,11:35,11:37,2.5,1,MTWTFSS
16526,Kanyakumari Express,TVCN,Thiruvananthapuram North,11:42,11:44,6.6,1,MTWTFSS
16526,Kanyakumari Express,KZK,Kazhakuttam,11:52,11:54,12.5,1,MTWTFSS
16526,Kanyakumari Express,KXP,Kaniyapuram,11:59,12:01,16.4,1,MTWTFSS
16526,Kanyakumari Express,MQU,Murukkampuzha,12:07,12:09,20.3,1,MTWTFSS
16526,Kanyakumari Express,PGZ,Perunguzhi,12:13,12:15,23.5,1,MTWTFSS
16526,Kanyakumari Express,CRY,Chirayinkeezh,12:20,12:22,27.5,1,MTWTFSS
16526,Kanyakumari Express,KVU,Kadakavur,12:26,12:28,30.4,1,MTWTFSS
16526,Kanyakumari Express,VAK,Varkala Sivagiri,12:39,12:41,38.8,1,MTWTFSS
16526,Kanyakumari Express,EVA,Edavai,12:46,12:48,42.6,1,MTWTFSS
16526,Kanyakumari Express,KFI,Kappil,12:52,12:54,45.3,1,MTWTFSS
16526,Kanyakumari Express,PVU,Paravur,12:59,13:01,49.4,1,MTWTFSS
16526,Kanyakumari Express,MYY,Mayyanad,13:06,13:08,52.9,1,MTWTFSS
16526,Kanyakumari Express,QLN,Kollam Junction,13:18,13:20,60.7,1,MTWTFSS
16526,Kanyakumari Express,KLQ,Kilikollur,13:28,13:30,66.1,1,MTWTFSS
16526,Kanyakumari Express,MQO,Munroe Thuruttu,13:41,13:43,75.0,1,MTWTFSS
16526,Kanyakumari Express,STKT,Sasthamkotta,13:49,13:51,79.2,1,MTWTFSS
16526,Kanyakumari Express,KPY,Karunagapalli railway station,14:01,14:03,86.5,1,MTWTFSS
16526,Kanyakumari Express,OCR,Ochira,14:13,14:15,94.2,1,MTWTFSS
16526,Kanyakumari Express,KYJ,Kayamkulam Junction,14:23,14:25,99.9,1,MTWTFSS
16526,Kanyakumari Express,CHPD,Cheppad Halt Station,14:34,14:36,106.8,1,MTWTFSS
16526,Kanyakumari Express,HAD,Haripad,14:43,14:45,112.0,1,MTWTFSS
16526,Kanyakumari Express,AMPA,Ambalappuzha,15:07,15:09,128.3,1,MTWTFSS
16526,Kanyakumari Express,ALLP,Alappuzha,15:24,15:26,140.1,1,MTWTFSS
16526,Kanyakumari Express,MAKM,Mararikulam,15:43,15:45,152.7,1,MTWTFSS
16526,Kanyakumari Express,SRTL,Cherthala,15:59,16:01,163.1,1,MTWTFSS
16526,Kanyakumari Express,TUVR,Turavur,16:14,16:16,172.6,1,MTWTFSS
16526,Kanyakumari Express,KPTM,Kanjiramattam,16:35,16:37,187.4,1,MTWTFSS
16526,Kanyakumari Express,ERN,Ernakulam Town,17:04,17:06,207.3,1,MTWTFSS
16526,Kanyakumari Express,KALR,Kaloor,17:07,17:09,208.0,1,MTWTFSS
16526,Kanyakumari Express,JLSD,JLN Stadium,17:10,17:12,209.0,1,MTWTFSS
16526,Kanyakumari Express,PARV,Palarivattom,17:13,17:15,210.0,1,MTWTFSS
16526,Kanyakumari Express,CGPP,Changampuzha Park,17:17,17:19,211.0,1,MTWTFSS
16526,Kanyakumari Express,EDAP,Edappally,17:21,17:23,212.3,1,MTWTFSS
16526,Kanyakumari Express,PDPM,Pathadipalam,17:24,17:26,213.7,1,MTWTFSS
16526,Kanyakumari Express,CCUV,Cochin University,17:28,17:30,214.9,1,MTWTFSS
16526,Kanyakumari Express,KLMR,Kalamassery,17:33,17:35,216.9,1,MTWTFSS
16526,Kanyakumari Express,MUTT,Muttom,17:37,17:39,218.3,1,MTWTFSS
16526,Kanyakumari Express,AATK,Ambattukavu,17:40,17:42,219.2,1,MTWTFSS
16526,Kanyakumari Express,CPPY,Companypady,17:43,17:45,220.2,1,MTWTFSS
16526,Kanyakumari Express,PNCU,Pulinchodu,17:46,17:48,221.1,1,MTWTFSS
16526,Kanyakumari Express,ALVA,Aluva,17:51,17:53,222.8,1,MTWTFSS
16526,Kanyakumari Express,CWR,Chovvara,17:57,17:59,226.4,1,MTWTFSS
16526,Kanyakumari Express,AFK,Angamali (Kaladi),18:07,18:09,232.1,1,MTWTFSS
16526,Kanyakumari Express,KUC,Karukkutty,18:15,18:17,236.8,1,MTWTFSS
16526,Kanyakumari Express,CKI,Chalakudi,18:31,18:33,247.0,1,MTWTFSS
16526,Kanyakumari Express,IJK,Irinjalakuda,18:41,18:43,253.2,1,MTWTFSS
16526,Kanyakumari Express,PUK,Pudukad,18:55,18:57,262.4,1,MTWTFSS
16526,Kanyakumari Express,OLR,Ollur,19:06,19:08,268.8,1,MTWTFSS
16526,Kanyakumari Express,TCR,Thrissur,19:15,19:17,274.5,1,MTWTFSS
16526,Kanyakumari Express,PNQ,Punkunnam,19:20,19:22,276.5,1,MTWTFSS
16526,Kanyakumari Express,AMLR,Amalanagar,19:29,19:31,281.6,1,MTWTFSS
16526,Kanyakumari Express,MGK,Mulagunnathukavu,19:38,19:40,286.9,1,MTWTFSS
16526,Kanyakumari Express,WKI,Wadakancheri,19:50,19:52,294.0,1,MTWTFSS
16526,Kanyakumari Express,VTK,Vallathol Nagar,20:05,20:07,304.1,1,MTWTFSS
16526,Kanyakumari Express,SRR,Shoranur Junction,20:11,20:13,307.3,1,MTWTFSS
16526,Kanyakumari Express,KTU,Kuttippuram,20:50,20:52,335.1,1,MTWTFSS
16526,Kanyakumari Express,TUA,Tirunnavaya,21:01,21:03,341.3,1,MTWTFSS
16526,Kanyakumari Express,TIR,Tirur,21:14,21:16,349.7,1,MTWTFSS
16526,Kanyakumari Express,TA,Tanur,21:26,21:28,357.7,1,MTWTFSS
16526,Kanyakumari Express,PGI,Parappanangadi,21:39,21:41,365.8,1,MTWTFSS
16526,Kanyakumari Express,VLI,Vallikunnu,21:48,21:50,370.9,1,MTWTFSS
16526,Kanyakumari Express,KN,Kadalundi,21:57,21:59,376.1,1,MTWTFSS
16526,Kanyakumari Express,FK,Ferok,22:05,22:07,380.8,1,MTWTFSS
16526,Kanyakumari Express,KUL,Kallayi,22:18,22:20,388.7,1,MTWTFSS
16526,Kanyakumari Express,CLT,Kozhikode,22:22,22:24,390.3,1,MTWTFSS
16526,Kanyakumari Express,WH,West Hill,22:30,22:32,395.0,1,MTWTFSS
16526,Kanyakumari Express,ETR,Elattur,22:42,22:44,402.2,1,MTWTFSS
16526,Kanyakumari Express,CMC,Chemancheri,22:53,22:55,409.3,1,MTWTFSS
16526,Kanyakumari Express,QLD,Quilandi,23:02,23:04,414.6,1,MTWTFSS
16526,Kanyakumari Express,TKT,Tikkotti,23:16,23:18,423.4,1,MTWTFSS
16526,Kanyakumari Express,PYOL,Payyoli,23:22,23:24,426.5,1,MTWTFSS
16526,Kanyakumari Express,BDJ,Vadakara railway station,23:36,23:38,435.7,1,MTWTFSS
16526,Kanyakumari Express,MAHE,Mahé,23:55,23:57,448.2,1,MTWTFSS
16526,Kanyakumari Express,JGE,Jagannath Temple Gate,00:05,00:07,454.3,1,MTWTFSS
16526,Kanyakumari Express,TLY,Thalassery,00:10,00:12,456.7,1,MTWTFSS
16526,Kanyakumari Express,ETK,Etakkot,00:23,00:25,464.5,1,MTWTFSS
16526,Kanyakumari Express,CS,Kannur South,00:36,00:38,472.8,1,MTWTFSS
16526,Kanyakumari Express,CAN,Kannur,00:43,00:45,476.4,1,MTWTFSS
16526,Kanyakumari Express,VAPM,Valapattanam,00:53,00:55,483.0,1,MTWTFSS
16526,Kanyakumari Express,PPNS,Pappinisseri,00:58,01:00,484.6,1,MTWTFSS
16526,Kanyakumari Express,KPQ,Kannapuram,01:07,01:09,490.5,1,MTWTFSS
16526,Kanyakumari Express,PAZ,Payangadi,01:19,01:21,497.7,1,MTWTFSS
16526,Kanyakumari Express,ELM,Elimala,01:29,01:31,503.8,1,MTWTFSS
16526,Kanyakumari Express,TKQ,Trikaripur,01:45,01:47,514.1,1,MTWTFSS
16526,Kanyakumari Express,CHV,Cheruvattur,01:58,02:00,522.3,1,MTWTFSS
16526,Kanyakumari Express,NLE,Nileshwar,02:07,02:09,527.4,1,MTWTFSS
16526,Kanyakumari Express,BFR,Bekal Fort,02:32,02:34,545.1,1,MTWTFSS
16526,Kanyakumari Express,KQK,Kottikkulam,02:40,02:42,549.7,1,MTWTFSS
16526,Kanyakumari Express,KGQ,Kasargod,02:54,02:56,558.2,1,MTWTFSS
16526,Kanyakumari Express,KMQ,Kumbla,03:12,03:14,570.1,1,MTWTFSS
16526,Kanyakumari Express,UAA,Uppala,03:27,03:29,579.9,1,MTWTFSS
16526,Kanyakumari Express,MJS,Manjeshwar,03:37,--,586.3,1,MTWTFSS
12696,Trivandrum Rajdhani,TVC,Thiruvananthapuram Central,--,13:01,0.0,1,M-W-F--
12696,Trivandrum Rajdhani,TVP,Thiruvananthapuram Pettah,13:03,13:04,2.5,1,M-W-F--
12696,Trivandrum Rajdhani,TVCN,Thiruvananthapuram North,13:08,13:09,6.6,1,M-W-F--
12696,Trivandrum Rajdhani,KZK,Kazhakuttam,13:15,13:16,12.5,1,M-W-F--
12696,Trivandrum Rajdhani,KXP,Kaniyapuram,13:20,13:21,16.4,1,M-W-F--
12696,Trivandrum Rajdhani,MQU,Murukkampuzha,13:25,13:26,20.3,1,M-W-F--
12696,Trivandrum Rajdhani,PGZ,Perunguzhi,13:29,13:30,23.5,1,M-W-F--
12696,Trivandrum Rajdhani,CRY,Chirayinkeezh,13:34,13:35,27.5,1,M-W-F--
12696,Trivandrum Rajdhani,KVU,Kadakavur,13:38,13:39,30.4,1,M-W-F--
12696,Trivandrum Rajdhani,VAK,Varkala Sivagiri,13:47,13:48,38.8,1,M-W-F--
12696,Trivandrum Rajdhani,EVA,Edavai,13:52,13:53,42.6,1,M-W-F--
12696,Trivandrum Rajdhani,KFI,Kappil,13:56,13:57,45.3,1,M-W-F--
12696,Trivandrum Rajdhani,PVU,Paravur,14:01,14:02,49.4,1,M-W-F--
12696,Trivandrum Rajdhani,MYY,Mayyanad,14:05,14:06,52.9,1,M-W-F--
12696,Trivandrum Rajdhani,QLN,Kollam Junction,14:14,14:15,60.7,1,M-W-F--
12696,Trivandrum Rajdhani,KLQ,Kilikollur,14:21,14:22,66.1,1,M-W-F--
12696,Trivandrum Rajdhani,MQO,Munroe Thuruttu,14:30,14:31,75.0,1,M-W-F--
12696,Trivandrum Rajdhani,STKT,Sasthamkotta,14:36,14:37,79.2,1,M-W-F--
12696,Trivandrum Rajdhani,KPY,Karunagapalli railway station,14:44,14:45,86.5,1,M-W-F--
12696,Trivandrum Rajdhani,OCR,Ochira,14:53,14:54,94.2,1,M-W-F--
12696,Trivandrum Rajdhani,KYJ,Kayamkulam Junction,14:59,15:00,99.9,1,M-W-F--
12696,Trivandrum Rajdhani,CHPD,Cheppad Halt Station,15:07,15:08,106.8,1,M-W-F--
12696,Trivandrum Rajdhani,HAD,Haripad,15:13,15:14,112.0,1,M-W-F--
12696,Trivandrum Rajdhani,AMPA,Ambalappuzha,15:31,15:32,128.3,1,M-W-F--
12696,Trivandrum Rajdhani,ALLP,Alappuzha,15:44,15:45,140.1,1,M-W-F--
12696,Trivandrum Rajdhani,MAKM,Mararikulam,15:57,15:58,152.7,1,M-W-F--
12696,Trivandrum Rajdhani,SRTL,Cherthala,16:09,16:10,163.1,1,M-W-F--
12696,Trivandrum Rajdhani,TUVR,Turavur,16:19,16:20,172.6,1,M-W-F--
12696,Trivandrum Rajdhani,KPTM,Kanjiramattam,16:35,16:36,187.4,1,M-W-F--
12696,Trivandrum Rajdhani,ERN,Ernakulam Town,16:56,16:57,207.3,1,M-W-F--
12696,Trivandrum Rajdhani,KALR,Kaloor,16:57,16:58,208.0,1,M-W-F--
12696,Trivandrum Rajdhani,JLSD,JLN Stadium,17:00,17:01,209.0,1,M-W-F--
12696,Trivandrum Rajdhani,PARV,Palarivattom,17:01,17:02,210.0,1,M-W-F--
12696,Trivandrum Rajdhani,CGPP,Changampuzha Park,17:03,17:04,211.0,1,M-W-F--
12696,Trivandrum Rajdhani,EDAP,Edappally,17:06,17:07,212.3,1,M-W-F--
12696,Trivandrum Rajdhani,PDPM,Pathadipalam,17:08,17:09,213.7,1,M-W-F--
12696,Trivandrum Rajdhani,CCUV,Cochin University,17:10,17:11,214.9,1,M-W-F--
12696,Trivandrum Rajdhani,KLMR,Kalamassery,17:13,17:14,216.9,1,M-W-F--
12696,Trivandrum Rajdhani,MUTT,Muttom,17:16,17:17,218.3,1,M-W-F--
12696,Trivandrum Rajdhani,AATK,Ambattukavu,17:18,17:19,219.2,1,M-W-F--
12696,Trivandrum Rajdhani,CPPY,Companypady,17:20,17:21,220.2,1,M-W-F--
12696,Trivandrum Rajdhani,PNCU,Pulinchodu,17:22,17:23,221.1,1,M-W-F--
12696,Trivandrum Rajdhani,ALVA,Aluva,17:24,17:25,222.8,1,M-W-F--
12696,Trivandrum Rajdhani,CWR,Chovvara,17:29,17:30,226.4,1,M-W-F--
12696,Trivandrum Rajdhani,AFK,Angamali (Kaladi),17:36,17:37,232.1,1,M-W-F--
12696,Trivandrum Rajdhani,KUC,Karukkutty,17:41,17:42,236.8,1,M-W-F--
12696,Trivandrum Rajdhani,CKI,Chalakudi,17:53,17:54,247.0,1,M-W-F--
12696,Trivandrum Rajdhani,IJK,Irinjalakuda,18:00,18:01,253.2,1,M-W-F--
12696,Trivandrum Rajdhani,PUK,Pudukad,18:10,18:11,262.4,1,M-W-F--
12696,Trivandrum Rajdhani,OLR,Ollur,18:17,18:18,268.8,1,M-W-F--
12696,Trivandrum Rajdhani,TCR,Thrissur,18:24,18:25,274.5,1,M-W-F--
12696,Trivandrum Rajdhani,PNQ,Punkunnam,18:27,18:28,276.5,1,M-W-F--
12696,Trivandrum Rajdhani,AMLR,Amalanagar,18:33,18:34,281.6,1,M-W-F--
12696,Trivandrum Rajdhani,MGK,Mulagunnathukavu,18:39,18:40,286.9,1,M-W-F--
12696,Trivandrum Rajdhani,WKI,Wadakancheri,18:48,18:49,294.0,1,M-W-F--
12696,Trivandrum Rajdhani,VTK,Vallathol Nagar,18:59,19:00,304.1,1,M-W-F--
12696,Trivandrum Rajdhani,SRR,Shoranur Junction,19:03,19:04,307.3,1,M-W-F--
12696,Trivandrum Rajdhani,KTU,Kuttippuram,19:32,19:33,335.1,1,M-W-F--
12696,Trivandrum Rajdhani,TUA,Tirunnavaya,19:39,19:40,341.3,1,M-W-F--
12696,Trivandrum Rajdhani,TIR,Tirur,19:48,19:49,349.7,1,M-W-F--
12696,Trivandrum Rajdhani,TA,Tanur,19:57,19:58,357.7,1,M-W-F--
12696,Trivandrum Rajdhani,PGI,Parappanangadi,20:06,20:07,365.8,1,M-W-F--
12696,Trivandrum Rajdhani,VLI,Vallikunnu,20:12,20:13,370.9,1,M-W-F--
12696,Trivandrum Rajdhani,KN,Kadalundi,20:19,20:20,376.1,1,M-W-F--
12696,Trivandrum Rajdhani,FK,Ferok,20:24,20:25,380.8,1,M-W-F--
12696,Trivandrum Rajdhani,KUL,Kallayi,20:33,20:34,388.7,1,M-W-F--
12696,Trivandrum Rajdhani,CLT,Kozhikode,20:36,20:37,390.3,1,M-W-F--
12696,Trivandrum Rajdhani,WH,West Hill,20:41,20:42,395.0,1,M-W-F--
12696,Trivandrum Rajdhani,ETR,Elattur,20:50,20:51,402.2,1,M-W-F--
12696,Trivandrum Rajdhani,CMC,Chemancheri,20:58,20:59,409.3,1,M-W-F--
12696,Trivandrum Rajdhani,QLD,Quilandi,21:04,21:05,414.6,1,M-W-F--
12696,Trivandrum Rajdhani,TKT,Tikkotti,21:14,21:15,423.4,1,M-W-F--
12696,Trivandrum Rajdhani,PYOL,Payyoli,21:18,21:19,426.5,1,M-W-F--
