train_number,day_of_week,month,scheduled_hour,prev_station_delay,distance_from_origin,is_express,delay_minutes
16336,3,5,17,3.4,423.9,1,0.0
16336,5,3,18,8.3,747.9,1,10.5
16329,4,1,4,7.2,167.7,1,0.0
56361,6,6,21,13.0,714.2,0,18.1
16604,0,7,4,9.0,176.4,1,9.4
56361,0,4,23,14.5,263.0,0,3.9
12602,2,10,13,5.0,207.7,1,14.0
16334,3,3,14,33.0,454.5,1,34.8
16525,1,4,15,5.8,249.7,1,15.4
16604,2,5,14,0.9,486.2,1,0.0
66303,1,11,9,13.6,34.9,0,28.1
66304,3,8,10,1.7,555.5,0,0.0
16334,1,10,16,4.7,254.0,1,13.3
12431,3,2,9,12.2,434.5,1,14.8
66302,6,10,12,3.6,742.0,0,2.1
16629,6,9,22,17.7,667.6,1,20.6
66302,1,3,20,12.0,719.0,0,9.6
66302,6,9,23,67.3,485.8,0,74.9
16346,2,8,10,21.5,744.5,1,29.8
16346,2,3,14,3.2,65.0,1,10.0
12602,6,1,15,13.8,615.7,1,25.0
12601,2,9,21,5.9,767.4,1,6.4
12601,2,3,23,6.4,207.4,1,7.8
16650,5,11,10,6.1,436.2,1,5.7
16329,1,6,18,7.2,612.2,1,15.9
12625,5,12,12,1.0,609.4,1,11.4
12625,1,3,15,17.6,655.5,1,19.1
66304,2,10,7,4.2,577.9,0,13.1
16526,1,9,16,2.6,145.7,1,3.4
16604,1,9,20,17.9,715.6,1,29.2
12602,0,7,12,13.4,203.7,1,22.4
16629,0,5,6,6.2,406.0,1,13.0
16525,1,8,14,1.0,156.3,1,0.0
16525,1,8,14,36.2,555.4,1,33.5
66301,5,5,5,30.6,302.4,0,16.5
56361,4,12,4,41.6,252.3,0,47.8
66301,6,11,22,14.7,570.8,0,25.5
16346,6,2,10,0.6,636.1,1,8.0
56361,3,12,22,27.9,762.1,0,27.1
16650,6,12,8,15.5,568.2,1,20.0
66301,4,9,9,23.8,749.2,0,28.1
16336,6,11,12,5.1,519.6,1,2.1
12626,2,12,11,7.4,35.0,1,9.5
16526,1,6,15,5.2,428.4,1,4.8
16525,6,12,12,8.2,492.3,1,8.0
16329,5,3,13,9.4,450.0,1,2.6
66304,4,12,22,2.8,391.5,0,0.0
12082,2,9,21,9.9,145.0,1,5.3
56362,4,4,13,19.6,285.5,0,7.9
12601,6,1,4,17.9,383.8,1,23.6
16336,3,2,11,5.1,621.0,1,3.9
16604,5,6,17,44.8,712.4,1,75.1
12076,4,2,5,5.0,779.0,1,2.3
56361,6,4,6,35.2,789.4,0,32.9
66302,5,12,19,8.9,196.1,0,0.0
56362,5,4,19,23.8,603.8,0,20.5
16606,5,7,10,47.6,30.4,1,63.2
56361,3,2,7,12.1,144.4,0,16.9
66303,5,5,14,16.1,306.0,0,12.0
66303,2,11,23,5.9,357.9,0,10.3
16606,1,9,16,4.8,519.7,1,12.0
16525,6,6,5,14.4,289.4,1,13.2
16346,0,2,16,39.0,528.4,1,25.4
66304,5,8,13,15.1,609.3,0,15.2
16650,6,9,11,8.2,347.2,1,10.1
12602,3,6,11,0.4,142.8,1,0.2
12601,2,7,21,21.7,792.4,1,28.2
12431,1,9,7,53.2,478.2,1,50.6
66301,1,11,4,49.0,323.3,0,71.1
16526,2,7,9,15.8,771.7,1,16.0
12625,3,12,23,4.3,287.5,1,0.0
12626,3,3,5,1.6,417.7,1,7.0
12431,3,7,16,6.2,259.1,1,13.9
12601,0,8,5,31.6,306.6,1,36.3
12626,5,5,19,10.2,438.5,1,5.8
16525,2,4,15,0.0,392.6,1,5.3
16525,2,1,19,16.4,735.5,1,25.8
16606,6,10,21,4.7,39.0,1,0.3
16604,1,10,4,8.3,252.9,1,7.3
16346,2,8,5,6.1,766.7,1,8.0
16329,5,4,10,21.8,108.0,1,31.1
16336,5,5,4,4.7,409.7,1,6.8
16604,4,10,5,6.2,790.6,1,8.3
16525,1,2,19,13.1,491.7,1,13.4
12076,4,9,5,1.4,129.3,1,5.6
12431,5,2,20,14.3,276.6,1,8.7
12602,4,7,22,43.3,93.4,1,50.5
12625,2,4,9,14.6,121.2,1,18.8
16526,0,6,23,48.1,324.8,1,49.5
12076,5,4,10,24.9,434.4,1,32.7
16526,2,4,7,36.0,768.2,1,38.4
12076,0,12,16,0.0,435.1,1,0.0
66301,6,11,7,51.0,188.0,0,62.6
16329,5,3,4,6.8,625.7,1,6.7
12626,5,8,23,0.3,87.4,1,4.6
56361,2,12,7,0.0,274.8,0,0.0
66301,1,8,12,14.4,645.0,0,23.3
12626,3,11,6,0.0,148.1,1,0.8
16525,4,2,4,3.1,631.4,1,14.5
16604,0,3,21,13.9,290.4,1,22.3
12082,0,12,20,10.1,234.8,1,14.6
12625,1,1,10,5.0,259.7,1,17.2
12082,0,8,22,7.8,659.7,1,17.3
66302,3,4,12,7.9,753.7,0,17.3
66301,6,9,17,1.0,379.6,0,5.0
12431,3,12,7,8.4,160.2,1,2.7
12431,5,5,23,14.8,100.6,1,22.7
66301,6,1,20,22.6,297.4,0,24.8
16329,6,8,17,0.0,461.8,1,0.0
16604,5,9,17,32.7,315.0,1,43.1
16346,2,7,18,62.3,762.2,1,54.5
12082,4,12,7,9.2,40.4,1,5.0
12602,4,3,9,8.2,490.6,1,9.2
16334,0,5,8,21.3,406.7,1,26.0
12082,6,1,11,0.0,138.6,1,2.1
12431,0,7,14,19.2,441.4,1,22.7
16334,0,9,4,8.5,387.7,1,11.5
12431,2,10,15,4.1,639.2,1,9.1
16346,3,11,17,4.9,442.1,1,4.9
16606,2,1,14,18.4,511.7,1,19.1
12076,1,2,9,1.0,439.0,1,9.5
16329,0,5,14,18.2,42.6,1,26.4
12082,0,9,14,7.1,778.9,1,9.1
12076,0,7,23,8.2,615.1,1,10.6
16650,3,8,21,7.4,35.1,1,3.3
16329,4,12,21,7.8,643.6,1,13.4
12082,3,12,15,19.4,32.1,1,19.9
16525,0,5,12,5.5,539.2,1,5.3
56361,3,4,9,15.6,363.3,0,17.2
66302,4,8,18,106.9,749.3,0,92.8
16650,4,2,7,0.0,450.9,1,1.3
12076,5,12,8,2.4,716.6,1,4.5
16346,1,1,23,4.7,515.9,1,3.4
16334,5,2,11,3.6,296.2,1,4.3
12601,2,2,5,2.5,100.4,1,0.0
16526,4,12,9,8.5,57.1,1,10.8
56362,3,9,18,18.0,349.9,0,12.6
16525,1,2,6,4.9,135.6,1,3.0
16346,3,8,10,46.2,251.1,1,43.5
12602,6,4,16,6.1,232.1,1,3.3
16606,6,3,14,3.1,202.0,1,0.0
66303,3,2,10,5.2,332.0,0,0.2
12625,4,11,23,7.0,687.7,1,4.5
16346,1,10,23,34.0,694.0,1,23.5
56362,6,3,14,29.8,499.5,0,29.6
16629,4,9,9,0.0,356.5,1,15.0
12602,6,7,8,3.6,648.3,1,7.6
16606,4,5,17,15.5,739.6,1,25.4
12602,4,4,23,22.5,672.2,1,28.7
12431,1,4,6,19.2,763.8,1,30.1
56361,6,4,12,42.9,771.4,0,43.0
12601,4,1,12,10.5,282.0,1,4.4
66301,5,5,18,66.8,319.8,0,70.6
16336,3,5,7,31.1,486.8,1,32.8
16604,1,1,7,4.1,672.2,1,11.0
12082,0,4,13,19.4,50.0,1,21.9
12625,0,2,5,0.0,514.7,1,2.3
16336,2,9,18,6.5,290.7,1,9.2
12602,0,10,9,4.3,539.0,1,6.2
12625,6,7,13,11.0,415.2,1,19.0
16606,2,1,5,4.9,583.3,1,0.0
16334,5,5,18,9.3,518.9,1,12.2
16525,0,11,9,6.9,527.9,1,5.0
16606,0,8,11,32.3,648.8,1,31.0
12626,2,6,6,16.4,130.8,1,23.4
12082,6,10,14,7.0,261.1,1,4.6
16334,2,3,18,10.4,326.5,1,2.9
56361,5,7,23,5.8,499.1,0,7.2
12601,0,1,6,0.0,705.4,1,0.0
56362,0,4,17,8.0,134.5,0,12.0
66303,2,3,13,12.4,18.9,0,2.1
16606,5,7,18,3.5,192.7,1,6.1
16334,0,8,15,22.7,242.1,1,26.3
16526,6,5,23,0.0,455.1,1,3.4
56362,3,6,16,20.2,154.7,0,25.5
12076,1,9,21,14.5,281.2,1,8.6
12625,5,7,16,5.4,649.7,1,9.2
56362,2,10,20,22.2,677.0,0,31.2
66304,0,9,15,0.6,377.5,0,0.0
56361,2,9,12,12.4,791.9,0,14.7
56361,6,3,9,20.0,79.1,0,15.9
66303,3,5,10,16.3,432.5,0,19.4
66304,2,1,12,4.0,518.5,0,13.7
12626,0,3,18,0.6,59.6,1,5.5
66302,6,9,17,9.2,105.8,0,10.1
66304,6,8,8,33.5,360.6,0,23.9
12601,3,11,21,2.7,754.4,1,8.5
16346,0,5,5,5.0,323.3,1,10.6
12602,4,9,5,8.3,346.1,1,7.6
56362,1,3,13,0.0,76.8,0,3.1
12626,0,11,10,17.1,790.0,1,19.0
16329,6,10,13,8.0,353.9,1,9.7
16329,3,11,16,2.4,503.6,1,7.7
16346,3,6,22,20.4,669.2,1,19.3
56361,6,1,18,15.4,466.1,0,9.9
16606,4,1,11,2.1,671.3,1,10.8
12626,0,3,11,5.1,576.7,1,7.9
16526,1,7,13,10.0,496.9,1,21.0
12601,1,10,19,7.0,169.0,1,11.7
12626,2,3,12,12.0,495.6,1,2.5
16629,2,11,19,10.0,683.4,1,16.0
12076,0,10,19,6.1,176.7,1,4.1
16334,4,4,12,10.7,37.5,1,12.9
16526,1,4,19,17.5,745.6,1,14.2
12601,6,11,12,9.8,224.0,1,7.9
16629,1,8,13,3.3,409.9,1,13.5
12626,6,10,7,13.1,566.9,1,11.8
16650,1,8,20,25.3,370.9,1,28.0
16650,3,9,7,39.1,368.8,1,34.4
16526,3,6,9,11.0,153.1,1,18.0
66304,1,10,4,31.0,577.2,0,37.4
12082,5,2,19,1.9,549.3,1,15.1
12082,2,8,19,51.2,279.8,1,50.4
16650,2,2,22,7.8,203.4,1,11.6
16604,1,7,15,9.6,768.7,1,9.0
12626,6,4,15,10.4,304.5,1,11.2
66303,6,5,15,4.6,225.9,0,5.0
12626,3,10,23,5.9,367.4,1,3.7
66304,4,11,22,32.9,465.4,0,42.4
16650,5,11,13,0.0,230.2,1,5.4
16336,6,4,5,12.4,240.2,1,11.9
16629,2,10,15,0.6,474.6,1,0.0
12601,3,11,15,3.1,727.0,1,2.5
16606,2,4,17,12.7,171.5,1,13.1
12082,2,8,17,20.8,394.1,1,21.9
16336,2,12,13,1.5,193.9,1,2.1
16526,1,7,4,33.9,202.5,1,38.0
12431,3,3,9,11.9,217.6,1,11.2
12626,2,4,9,4.4,444.7,1,0.0
16650,0,9,4,12.1,779.1,1,14.0
16650,4,3,13,1.3,232.6,1,1.9
16606,3,9,6,16.0,650.1,1,20.7
12626,6,2,13,0.0,160.2,1,6.9
12076,2,11,5,6.2,471.5,1,5.4
16334,5,5,23,3.8,62.1,1,3.3
16526,4,6,10,16.2,262.6,1,30.4
56361,5,12,13,13.3,94.3,0,15.5
16346,0,3,7,2.2,383.1,1,0.0
12602,2,6,13,2.3,310.2,1,0.0
16336,0,6,10,11.8,93.8,1,15.1
16604,2,5,5,15.3,176.0,1,25.0
16525,3,7,21,4.4,471.7,1,13.0
16334,6,11,22,7.2,129.8,1,14.4
16525,1,1,11,11.9,674.4,1,13.9
16606,1,10,13,8.0,354.1,1,8.8
12625,5,3,18,35.5,461.8,1,32.5
12431,0,11,13,0.0,296.6,1,0.3
56361,4,6,21,8.1,757.5,0,19.2
56362,0,11,23,15.3,427.0,0,10.8
16606,4,5,11,17.6,680.5,1,24.4
16650,3,8,7,39.0,662.1,1,31.9
16525,3,9,20,28.6,21.1,1,46.0
16336,5,1,16,0.0,173.7,1,1.4
16604,1,7,13,4.6,756.3,1,5.1
12602,5,10,12,5.9,134.8,1,3.9
16329,1,12,7,8.1,130.1,1,4.1
12601,3,4,15,7.5,316.7,1,5.9
16334,4,5,11,33.2,682.6,1,17.9
16346,3,10,20,18.7,134.4,1,18.8
16336,3,5,6,4.0,107.3,1,3.9
12601,4,11,12,19.1,544.6,1,21.9
12601,2,11,10,3.5,222.3,1,0.0
16629,2,3,23,9.5,325.4,1,7.4
16334,3,10,7,11.9,107.5,1,15.4
16526,0,9,16,3.5,756.8,1,10.5
12431,0,4,7,9.3,367.3,1,19.8
16329,4,8,23,13.8,144.2,1,31.1
66302,1,1,8,11.4,295.6,0,18.7
16336,2,3,12,7.4,510.3,1,20.7
16650,5,5,22,5.4,548.8,1,6.3
12626,6,6,9,5.0,145.6,1,0.0
16334,6,12,6,4.1,648.4,1,8.0
16336,5,8,5,17.3,164.7,1,12.1
16629,0,11,19,7.1,407.1,1,20.9
66304,0,12,6,6.9,185.9,0,1.3
12082,3,3,20,10.3,409.4,1,10.0
56362,3,4,4,10.8,161.7,0,3.1
16604,3,5,12,9.9,157.7,1,11.9
66303,3,2,19,3.4,614.5,0,7.8
56361,0,7,21,9.9,602.4,0,3.0
16650,0,12,15,6.2,733.7,1,7.3
16526,5,12,20,0.0,306.0,1,5.6
66303,2,4,4,17.5,474.6,0,22.8
16606,2,5,12,18.6,428.1,1,38.1
16629,3,2,7,12.3,42.2,1,4.2
16606,4,5,23,21.8,232.4,1,16.0
66303,4,4,11,27.8,704.7,0,30.3
12431,0,10,21,8.5,625.2,1,11.7
16336,6,6,20,6.7,334.3,1,3.4
16336,4,2,12,8.6,369.0,1,10.0
66303,6,5,23,7.9,66.0,0,7.3
12602,3,12,9,10.0,139.6,1,0.0
16346,4,11,13,10.4,737.1,1,18.9
12625,5,7,14,13.1,701.1,1,16.0
12082,6,2,9,0.9,654.3,1,0.0
12431,1,12,22,7.7,582.4,1,2.2
12601,3,11,15,1.1,177.7,1,2.8
16526,1,12,6,2.4,541.8,1,0.0
12431,3,5,17,23.4,59.7,1,28.6
56361,6,12,4,11.4,464.8,0,1.8
12602,6,6,11,4.6,200.4,1,6.2
16346,6,12,15,11.7,770.0,1,11.4
16629,0,3,13,21.2,23.8,1,21.4
12082,1,9,23,35.2,418.2,1,59.7
16525,6,9,13,28.7,771.3,1,44.6
66303,1,3,16,28.6,612.9,0,26.3
16650,5,2,19,23.8,154.4,1,23.1
12601,2,6,19,24.2,438.9,1,17.5
16346,2,9,9,28.8,504.1,1,20.9
16650,4,3,4,18.5,328.4,1,17.4
12626,3,11,13,0.0,423.3,1,9.6
12626,3,9,14,18.1,760.8,1,13.4
16334,5,6,12,12.5,398.5,1,13.2
16526,5,10,6,8.9,763.5,1,5.8
66303,6,11,13,14.0,499.9,0,11.5
16525,0,7,18,59.8,322.5,1,48.2
16346,2,9,7,16.2,29.6,1,26.6
16604,1,11,5,6.0,721.7,1,17.7
12601,0,12,19,9.2,344.4,1,9.9
16606,3,11,23,6.7,577.9,1,3.9
16604,6,1,5,0.0,465.8,1,0.4
66303,0,8,5,8.3,699.8,0,3.9
16650,4,1,22,23.1,70.2,1,32.8
12602,2,12,5,30.5,733.8,1,24.8
16606,2,6,7,20.0,305.6,1,19.6
12431,5,9,5,6.1,409.4,1,10.2
66303,6,1,8,17.5,154.9,0,32.6
66304,2,11,7,6.1,728.2,0,11.0
12431,5,11,22,2.1,162.7,1,14.8
16525,6,3,12,5.3,387.6,1,7.2
16336,1,12,16,15.6,200.1,1,16.7
12076,6,11,22,2.3,727.5,1,0.0
12082,1,11,21,10.2,400.5,1,10.5
12625,6,4,23,0.0,69.4,1,7.9
12082,6,12,21,10.5,722.7,1,11.6
16336,4,12,19,14.5,760.8,1,22.8
12431,4,5,15,2.1,472.1,1,0.0
12601,0,6,19,1.3,426.7,1,5.8
16334,3,10,23,15.5,63.5,1,20.9
12431,3,9,12,5.9,480.6,1,0.0
66302,3,5,13,19.9,598.5,0,23.4
16526,5,1,6,4.5,239.4,1,11.3
12082,0,3,4,6.9,569.9,1,4.9
12076,1,8,20,11.4,412.6,1,22.3
12082,3,11,5,2.0,421.6,1,8.1
12602,6,12,10,7.5,651.8,1,21.7
12076,6,10,10,11.5,191.8,1,15.6
12602,1,1,9,0.0,679.2,1,8.6
56361,0,1,16,4.2,296.8,0,3.3
16604,5,2,10,5.6,615.0,1,5.9
12076,0,10,21,0.0,740.6,1,10.1
16346,5,7,5,10.8,306.3,1,1.8
16329,6,6,7,29.7,360.2,1,47.7
12602,5,9,18,26.6,629.8,1,31.9
12076,3,3,10,5.2,500.4,1,11.8
16650,4,10,5,6.0,551.5,1,17.3
66302,2,6,5,8.8,750.5,0,6.7
56362,2,10,23,49.8,290.4,0,42.8
12076,6,1,16,3.6,65.6,1,0.8
12625,1,7,19,7.7,565.8,1,6.8
66304,6,12,23,16.0,534.4,0,9.2
12601,2,9,4,8.8,782.6,1,19.6
16346,6,4,20,4.6,608.1,1,0.4
66302,3,5,8,20.4,152.0,0,13.6
12626,6,1,21,8.3,438.9,1,18.4
66303,2,5,7,1.8,559.4,0,1.8
56361,0,8,17,17.8,447.9,0,22.3
16629,6,8,15,16.7,542.2,1,32.3
16604,0,6,23,1.7,10.3,1,2.7
66301,3,5,15,31.3,305.4,0,18.6
16629,4,4,7,11.3,212.6,1,5.9
56362,0,2,21,19.6,643.0,0,12.9
16526,0,8,16,7.5,509.8,1,12.4
56362,3,2,17,3.8,288.9,0,0.0
56362,3,10,6,17.7,104.8,0,26.2
12082,2,11,7,17.9,455.2,1,19.3
16525,6,5,4,4.7,560.8,1,2.7
16525,2,5,6,0.0,195.0,1,6.7
12602,2,2,11,11.6,631.3,1,10.9
12082,0,10,8,12.0,510.9,1,15.6
16629,0,11,10,0.0,158.6,1,0.0
56361,0,6,5,16.5,165.7,0,23.4
56361,0,3,22,0.0,384.9,0,0.0
16525,5,10,23,8.6,87.4,1,19.2
12625,2,6,10,15.6,308.1,1,15.9
12601,6,1,15,2.5,23.1,1,7.9
66304,3,12,20,23.4,163.7,0,37.3
16604,6,2,8,16.5,324.3,1,17.7
16525,2,7,7,27.2,623.1,1,52.8
12082,1,3,5,8.7,211.1,1,12.7
66303,5,7,5,1.2,588.9,0,14.8
16606,6,4,7,6.7,603.8,1,3.0
16526,5,4,19,13.6,399.0,1,15.6
12601,2,12,18,14.9,769.1,1,16.1
66304,3,4,17,1.6,502.9,0,16.9
16629,1,2,21,10.3,707.7,1,11.1
16526,5,1,21,1.2,387.0,1,9.6
16604,2,6,13,8.0,10.9,1,6.4
12082,1,12,4,7.5,583.0,1,12.8
16629,4,11,14,14.2,102.4,1,14.4
16606,2,2,13,2.2,160.4,1,0.0
16329,0,3,13,7.0,23.9,1,13.7
56361,3,5,12,20.1,357.4,0,18.0
16346,1,5,23,0.0,132.5,1,0.0
16604,0,5,9,5.7,597.8,1,3.2
16346,6,2,5,0.0,280.2,1,0.2
66304,5,8,9,8.6,480.1,0,3.2
12082,0,3,15,20.2,605.4,1,25.9
66303,0,2,20,10.2,514.5,0,10.1
12076,2,8,13,5.9,540.7,1,1.9
12625,4,11,13,2.5,316.4,1,0.0
12601,3,4,21,3.6,151.2,1,3.3
12601,1,9,15,18.1,65.6,1,15.2
16604,3,4,9,10.0,330.9,1,15.1
56361,3,9,19,2.1,94.8,0,0.0
66304,4,4,4,23.7,339.8,0,36.8
16525,0,4,19,13.7,377.1,1,8.7
16629,5,11,6,1.1,27.3,1,5.4
12602,2,1,18,3.7,563.0,1,0.0
66303,0,9,11,6.0,315.3,0,1.3
16606,1,7,14,26.6,420.2,1,24.6
12082,6,10,18,4.1,558.4,1,0.0
16525,4,5,23,28.7,539.1,1,25.7
56361,5,12,17,13.0,480.9,0,4.6
16526,2,2,21,14.0,633.6,1,19.7
66301,0,8,18,78.1,681.6,0,90.6
66303,2,6,23,13.9,636.1,0,24.4
56361,6,6,5,35.8,589.8,0,49.5
66303,2,4,20,44.4,566.6,0,41.8
12602,3,9,6,24.8,629.3,1,22.2
66301,2,3,13,2.7,632.2,0,2.4
16334,1,3,21,11.2,93.4,1,4.6
16525,6,11,19,12.5,224.3,1,12.4
16346,3,10,7,24.3,101.8,1,13.0
16526,4,2,21,0.0,24.8,1,0.0
12626,2,11,11,8.6,590.3,1,10.3
12431,5,11,13,8.6,491.0,1,10.0
12625,3,7,23,0.0,361.5,1,9.1
66302,6,2,22,0.6,22.9,0,6.6
16525,5,5,5,0.0,123.5,1,5.3
12431,1,1,4,23.0,462.5,1,37.6
16629,2,3,11,11.6,86.2,1,21.6
16526,0,11,16,12.9,612.0,1,17.7
66301,3,5,6,7.8,179.7,0,10.0
56361,6,2,18,10.4,775.6,0,10.4
16525,0,10,17,2.8,294.3,1,0.5
66302,6,8,15,4.0,417.3,0,7.7
16650,6,5,4,4.7,163.1,1,0.0
12601,3,4,7,6.6,280.9,1,6.7
16629,1,7,8,31.6,596.0,1,38.9
12626,3,1,18,13.0,69.4,1,4.3
16334,5,4,23,5.7,249.8,1,7.1
16526,0,12,10,13.1,584.3,1,16.4
16329,4,6,10,4.2,103.0,1,8.1
16525,3,2,16,4.9,652.6,1,2.1
12431,3,7,17,22.1,654.7,1,19.6
66302,0,7,9,13.9,20.4,0,9.0
16650,1,3,23,0.0,235.0,1,0.0
12601,6,6,7,27.8,581.9,1,29.8
12076,2,10,18,14.0,148.9,1,10.5
16525,5,10,16,5.8,234.7,1,0.0
12626,0,1,17,8.9,680.5,1,0.5
56361,6,3,20,9.0,574.3,0,0.6
16334,6,11,11,15.7,32.6,1,10.3
12602,4,12,21,10.5,318.9,1,5.7
16336,0,8,19,73.5,599.7,1,78.2
12601,5,9,17,39.1,81.2,1,33.5
12076,4,5,6,6.0,332.1,1,10.4
12625,5,11,6,4.3,162.1,1,2.3
12601,5,1,14,1.9,138.9,1,8.9
16336,3,8,18,0.0,504.3,1,6.8
66303,3,12,16,3.0,723.5,0,7.3
66303,1,5,4,5.0,375.7,0,5.6
12431,3,12,11,11.5,302.5,1,18.1
16526,2,3,12,6.1,627.8,1,3.0
16629,1,10,5,15.0,112.6,1,25.7
16329,2,1,13,5.4,498.2,1,1.1
16526,4,11,4,11.0,218.2,1,9.5
16336,0,5,23,0.0,751.2,1,0.0
16346,3,6,12,6.2,327.0,1,6.2
66303,0,7,6,5.9,435.9,0,0.7
56361,1,8,22,0.0,581.8,0,1.4
16604,4,12,4,3.5,36.0,1,1.2
66301,4,7,11,20.5,159.7,0,22.0
56362,0,12,4,4.8,225.1,0,8.9
16604,5,3,19,16.7,174.4,1,23.0
12625,0,11,5,5.7,205.6,1,4.6
66302,1,6,9,29.6,543.6,0,23.7
16604,3,4,10,19.7,563.8,1,17.3
12625,2,5,11,2.1,77.1,1,16.9
16525,6,8,23,17.3,537.2,1,14.7
16604,3,1,6,24.3,183.8,1,24.5
16346,0,1,18,15.7,339.2,1,11.8
16604,4,2,16,7.0,545.4,1,7.2
66301,6,3,11,1.1,316.3,0,6.1
12626,3,9,19,9.3,352.7,1,2.2
16334,2,2,18,28.4,433.7,1,15.7
16606,2,7,20,0.0,409.8,1,4.1
12431,6,6,9,4.0,661.5,1,5.9
16346,0,7,21,23.4,492.6,1,26.7
12601,0,5,11,23.1,601.5,1,18.5
12076,5,8,9,9.2,584.1,1,3.7
16525,3,2,22,2.7,23.9,1,1.8
66302,0,1,20,25.6,704.7,0,31.4
12082,4,2,7,40.0,357.3,1,39.9
16334,0,1,18,1.2,151.2,1,3.8
16525,6,11,9,16.5,639.2,1,25.3
16525,4,1,6,0.9,456.7,1,6.2
16606,6,8,14,16.4,452.9,1,26.9
16346,3,4,6,13.2,792.3,1,8.6
12625,2,4,20,5.0,631.0,1,3.5
16336,2,9,9,6.3,51.2,1,0.0
12625,4,5,16,13.9,589.8,1,11.9
66303,3,12,4,14.4,92.7,0,18.2
16336,6,7,16,4.3,86.6,1,0.0
16604,2,11,12,18.3,765.4,1,8.4
66303,4,10,15,19.4,349.6,0,21.3
16329,5,11,11,1.8,416.3,1,0.0
16329,5,6,6,8.6,551.2,1,13.5
12082,1,10,23,2.1,218.6,1,7.5
12626,2,6,14,25.1,114.0,1,20.2
66302,5,10,10,6.9,538.2,0,4.0
66301,2,11,9,2.6,201.8,0,7.8
16346,6,2,10,7.9,364.0,1,3.0
16606,3,9,15,14.0,265.0,1,16.9
16526,2,6,15,7.2,77.3,1,0.0
12431,0,11,20,16.3,768.4,1,8.0
12626,6,1,14,5.7,745.3,1,1.4
66303,2,1,11,30.3,712.3,0,22.8
16650,4,9,16,14.3,390.4,1,19.1
12626,4,11,17,16.1,673.5,1,15.0
16336,2,12,18,13.6,475.3,1,16.4
66302,1,6,7,39.9,20.4,0,31.5
66303,2,1,23,9.7,553.3,0,17.7
16526,3,11,22,6.2,455.5,1,9.6
66301,1,4,7,20.3,360.9,0,26.4
66303,4,8,15,7.4,184.1,0,5.0
16336,4,2,5,5.4,139.3,1,3.0
16606,3,2,11,20.7,131.6,1,32.8
16650,6,5,16,9.2,161.9,1,8.4
16334,5,5,6,4.1,188.0,1,8.3
12625,3,12,11,5.9,219.3,1,1.4
16604,4,6,12,23.6,352.3,1,32.3
66301,0,4,22,79.2,565.2,0,85.9
12626,5,12,16,8.4,126.8,1,5.7
56361,5,12,5,9.6,774.5,0,14.7
16346,0,7,20,41.0,329.8,1,67.7
66302,0,2,14,10.4,646.3,0,10.5
12626,0,1,4,9.3,272.1,1,4.8
12602,4,10,4,6.2,420.0,1,3.6
16650,4,4,15,30.8,656.4,1,36.2
16606,1,8,15,6.7,568.8,1,7.3
16329,6,10,10,10.3,203.5,1,11.4
56362,3,2,14,25.2,748.1,0,22.1
16336,2,7,16,11.9,294.8,1,8.0
12601,3,6,12,17.6,474.0,1,16.4
16526,6,4,7,8.6,611.2,1,8.9
16525,4,12,6,5.8,196.8,1,5.4
12625,1,3,15,4.9,230.6,1,0.5
12602,4,8,20,12.2,17.1,1,10.1
12602,4,2,19,32.2,84.1,1,25.7
16525,5,11,10,2.5,393.9,1,5.5
12602,1,7,9,23.8,596.1,1,26.7
12601,6,10,11,1.5,32.6,1,1.6
56361,4,8,6,45.1,186.8,0,34.3
16650,4,3,18,3.9,352.6,1,10.3
12082,2,10,23,2.7,38.4,1,0.0
16650,1,3,17,43.1,285.2,1,53.2
12431,2,7,14,17.8,550.2,1,29.3
12602,5,3,23,3.8,52.6,1,5.2
12626,3,12,10,11.1,214.9,1,19.7
66302,0,10,6,8.5,314.6,0,10.4
16606,2,10,5,12.0,774.2,1,26.2
66302,5,10,10,15.1,610.1,0,20.5
12076,0,6,12,5.1,84.3,1,4.3
16346,3,11,19,16.4,516.3,1,18.6
16526,3,12,22,5.4,730.2,1,7.9
12625,0,2,22,8.4,493.9,1,4.0
56362,0,6,16,11.7,201.1,0,15.3
12431,4,1,20,15.0,676.5,1,20.6
12601,4,11,11,3.2,694.1,1,0.0
16604,6,11,13,12.5,362.1,1,11.2
16346,1,12,20,1.0,438.9,1,0.0
16629,2,10,14,5.9,347.6,1,12.0
66302,4,7,7,15.3,706.9,0,16.2
16336,1,12,19,11.3,775.3,1,6.1
12601,0,9,20,16.9,703.4,1,21.0
66302,3,6,4,17.1,214.4,0,27.2
16604,5,7,16,4.4,293.3,1,2.2
66301,3,8,14,5.7,543.4,0,13.2
12082,3,4,15,31.8,328.7,1,20.1
16346,2,1,11,0.0,355.6,1,3.3
16346,4,9,6,17.1,492.8,1,8.8
66304,5,2,10,19.9,671.0,0,24.5
66303,1,10,18,21.1,698.7,0,12.0
12076,2,12,10,13.2,658.9,1,22.4
16606,0,10,6,5.0,759.4,1,0.0
66303,0,6,14,29.5,518.9,0,26.7
16334,5,3,22,6.2,371.1,1,0.0
12082,1,7,6,15.8,497.3,1,8.8
16604,0,7,18,30.2,579.6,1,36.7
16346,5,1,9,26.6,354.4,1,47.3
66304,1,10,9,46.7,112.4,0,43.4
12602,6,8,21,11.7,706.4,1,11.7
12431,6,5,16,15.0,29.1,1,14.2
16650,0,6,11,12.6,733.7,1,3.0
