gate_id,display_name,lat,lon,road_name,nearest_place,district
node/3973092193,LC near Puthukkad (Chittisery -Thalore Road),10.4346326,76.2452542,Chittisery -Thalore Road,Puthukkad,Thrissur
node/4047075502,LC near Kumaranalloor,9.6127595,76.5307485,,Kumaranalloor,Kottayam
node/4262036390,LC near Punkunnam (thiruvambady rd),10.5335048,76.2087921,thiruvambady rd,Punkunnam,Thrissur
node/4295684668,LC near Amballur (Urakam-Pudukad Road),10.4197007,76.2619966,Urakam-Pudukad Road,Amballur,Thrissur
node/4295690320,LC near Puthukkad (Chittisery -Thalore Road),10.4346512,76.2451642,Chittisery -Thalore Road,Puthukkad,Thrissur
node/4333432336,LC near Mattancherry,9.9575101,76.2710585,,Mattancherry,Ernakulam
node/4351654965,LC near Mulanthuruthy,9.9070106,76.3877746,,Mulanthuruthy,Ernakulam
node/4385136074,LC near Omanappuzha,9.5535278,76.3191534,,Omanappuzha,Alappuzha
node/4385989950,LC near Thrippunithura,9.9268836,76.3101229,,Thrippunithura,Ernakulam
node/4389095585,LC near Thavakkara (thane to kannur city),11.8648201,75.3808185,thane to kannur city,Thavakkara,Kannur
node/4432152759,LC near Haripad (Vathukulangara Railway Underpass),9.2937618,76.4586222,Vathukulangara Railway Underpass,Haripad,Alappuzha
node/4455850874,LC near Thiruvalla (Muthoor-Chumathra-Believers Church Hospital-Kizhakken Muthoor-Traco Cable Factory Road),9.4061997,76.5721255,Muthoor-Chumathra-Believers Church Hospital-Kizhakken Muthoor-Traco Cable Factory Road,Thiruvalla,Pathanamthitta
node/4474499464,LC near Haripad,9.3025469,76.4468753,,Haripad,Alappuzha
node/4491704901,LC near Kuriyachira (Kanimangalam - Nedupuzha Road),10.492639,76.209353,Kanimangalam - Nedupuzha Road,Kuriyachira,Thrissur
node/4503702426,LC node/4503702426,11.8888776,75.3609461,,,Kannur
node/4584881210,LC near Elampalloor,8.9587805,76.6746806,,Elampalloor,Kollam
node/4641417251,LC near Elathur (Navachethana Library Road),11.3306285,75.7462102,Navachethana Library Road,Elathur,Kozhikode
node/4666566258,LC near Kuthiathode,9.7895228,76.3093194,,Kuthiathode,Alappuzha
node/4711102023,LC near Nilambur,11.2625812,76.2590519,,Nilambur,Malappuram
node/4753462318,LC near Aluva,10.1099179,76.3580075,,Aluva,Ernakulam
node/4757763878,LC near Shenoys (Kizhavana Road),9.9557335,76.2938754,Kizhavana Road,Shenoys,Ernakulam
node/4772230591,LC near Thikkodi,11.4883281,75.6273903,,Thikkodi,Kozhikode
node/5023852287,LC near Haripad (Vazhappally - Railway Cross Road),9.2858307,76.4609863,Vazhappally - Railway Cross Road,Haripad,Alappuzha
node/5023852306,LC near Kalavoor,9.5701678,76.3180771,,Kalavoor,Alappuzha
node/5023919076,LC near Pattithanam (Anamala - Kanakkari Road),9.6915955,76.544722,Anamala - Kanakkari Road,Pattithanam,Kottayam
node/5024155337,LC near Changanassery,9.441864,76.5541293,,Changanassery,Kottayam
node/5024155350,LC near Mulanthuruthy,9.9070619,76.3878059,,Mulanthuruthy,Ernakulam
node/5025569642,LC near Kadakkavoor (Vakkom Main Road),8.6884199,76.760836,Vakkom Main Road,Kadakkavoor,Thiruvananthapuram
node/5025569644,LC near Kadakkavoor (Randam Gate Road),8.6847551,76.7614806,Randam Gate Road,Kadakkavoor,Thiruvananthapuram
node/5026676803,LC near Pathaya Pura (Vattampoyil Railway gate),11.2400129,75.7860025,Vattampoyil Railway gate,Pathaya Pura,Kozhikode
node/5031862843,LC near Kottappuram (AR Menon Road),10.5264835,76.2080228,AR Menon Road,Kottappuram,Thrissur
node/5038686440,LC near Aroor,9.863465,76.3005813,,Aroor,Alappuzha
node/5040661344,LC near Lakkidi (Pazhayannur-Lakkidi Road),10.7534216,76.4368833,Pazhayannur-Lakkidi Road,Lakkidi,Palakkad
node/5050531564,LC near Thrikaripur (Chandera -Trikaripur -Olavara Road),12.1353892,75.177256,Chandera -Trikaripur -Olavara Road,Thrikaripur,Kasaragod
node/5056130014,LC near Koyilandy (Kollam - Meppayyur Road),11.4568957,75.6835807,Kollam - Meppayyur Road,Koyilandy,Kozhikode
node/5064696744,LC near Alappuzha (Beach Thiruvambadi Road),9.4812819,76.323025,Beach Thiruvambadi Road,Alappuzha,Alappuzha
node/5064696752,LC near Shava kotta palam (Beach Thiruvambadi Road),9.4900703,76.3209835,Beach Thiruvambadi Road,Shava kotta palam,Alappuzha
node/5064983940,LC near Nedungolam,8.8130359,76.6751449,,Nedungolam,Kollam
node/5066611357,LC near Andamukkam (Public Library YMCA Road),8.8840361,76.5915385,Public Library YMCA Road,Andamukkam,Kollam
node/5066611373,LC near Kallumthazham (Kallumthazham Motheenmukku road),8.9040532,76.6252094,Kallumthazham Motheenmukku road,Kallumthazham,Kollam
node/5066611374,LC near Kallumthazham (Kallumthazham Motheenmukku road),8.9040188,76.6249876,Kallumthazham Motheenmukku road,Kallumthazham,Kollam
node/5066611375,LC near Kallumthazham (Kallumthazham Motheenmukku road),8.9039997,76.6248931,Kallumthazham Motheenmukku road,Kallumthazham,Kollam
node/5070846777,LC near Peringala (Bhagavathipadi - Menampally Road),9.2118972,76.5277308,Bhagavathipadi - Menampally Road,Peringala,Alappuzha
node/5070846782,LC near Peringala (Bhagavathipadi - Menampally Road),9.2051549,76.5241769,Bhagavathipadi - Menampally Road,Peringala,Alappuzha
node/5070846785,LC near Peringala (Kayamkulam - Thiruvalla Road),9.1925743,76.5167981,Kayamkulam - Thiruvalla Road,Peringala,Alappuzha
node/5070846814,LC near Peringala (Kayamkulam - Thiruvalla Road),9.1925743,76.5167391,Kayamkulam - Thiruvalla Road,Peringala,Alappuzha
node/5070875328,LC near Peringala (Kayamkulam - Thiruvalla Road),9.19281,76.5157306,Kayamkulam - Thiruvalla Road,Peringala,Alappuzha
node/5071022457,LC near Ajanur (Thulicheri - Nileshwar - Azhithala Road),12.3292219,75.0807151,Thulicheri - Nileshwar - Azhithala Road,Ajanur,Kasaragod
node/5071022461,LC near Ajanur (Thulicheri - Nileshwar - Azhithala Road),12.3292397,75.0807577,Thulicheri - Nileshwar - Azhithala Road,Ajanur,Kasaragod
node/5071096722,LC near Walayar,10.8502218,76.8375166,,Walayar,Palakkad
node/5071096723,LC near Walayar,10.8500063,76.8379535,,Walayar,Palakkad
node/5071096724,LC near Walayar,10.8499109,76.8381633,,Walayar,Palakkad
node/5071096725,LC near Walayar,10.8498505,76.838293,,Walayar,Palakkad
node/5077718489,LC near Thavakkara (thane to kannur city),11.8648075,75.3789446,thane to kannur city,Thavakkara,Kannur
node/5077719844,LC near Kannur,11.8888643,75.3608908,,Kannur,Kannur
node/5128210264,LC near Puzhakkal,10.5563442,76.1871098,,Puzhakkal,Thrissur
node/5128228764,LC near Mulakunnathukavu (Ayodhya Nagar Road),10.579294,76.2062628,Ayodhya Nagar Road,Mulakunnathukavu,Thrissur
node/5160531911,LC near Haripad (Vazhappally - Railway Cross Road),9.2837619,76.4616502,Vazhappally - Railway Cross Road,Haripad,Alappuzha
node/5201918002,LC near Mayyanad (Kottiyam mayyanad road),8.8411214,76.6459359,Kottiyam mayyanad road,Mayyanad,Kollam
node/5201918003,LC near Mayyanad (Kottiyam mayyanad road),8.8411252,76.6458751,Kottiyam mayyanad road,Mayyanad,Kollam
node/5214129313,LC near Cheppad (Ramapuram-Puthenkulangara road),9.2298367,76.4781475,Ramapuram-Puthenkulangara road,Cheppad,Alappuzha
node/5216126660,LC near Vengara,12.027418,75.2477027,,Vengara,Kannur
node/5216126663,LC near Vengara,12.0300734,75.2466154,,Vengara,Kannur
node/5242505279,LC near Pattanakkad,9.7284414,76.3098529,,Pattanakkad,Alappuzha
node/5253915398,LC near Koyilandy (Aanakulam-Purakkad-Thikkodi Road),11.4615241,75.6788161,Aanakulam-Purakkad-Thikkodi Road,Koyilandy,Kozhikode
node/5255176280,LC near Palolipalam,11.5680403,75.6067732,,Palolipalam,Kozhikode
node/5284574163,LC near Karunagapally (Puthiyakavu - Chakuvally Road),9.0770048,76.541306,Puthiyakavu - Chakuvally Road,Karunagapally,Kollam
node/5284574164,LC near Karunagapally (Puthiyakavu - Chakuvally Road),9.07704,76.5411581,Puthiyakavu - Chakuvally Road,Karunagapally,Kollam
node/5284574182,LC near Karunagapally (Puthiyakavu - Chakuvally Road),9.0813047,76.540037,Puthiyakavu - Chakuvally Road,Karunagapally,Kollam
node/5284574215,LC near Thazhava (kanjirappally- sasthampoika road),9.0971097,76.5353778,kanjirappally- sasthampoika road,Thazhava,Kollam
node/5284574329,LC near Thazhava (Changankulangara - Vallikunnam Road),9.103366,76.5335621,Changankulangara - Vallikunnam Road,Thazhava,Kollam
node/5297540966,LC near Dhanuvachapuram,8.3876884,77.117767,,Dhanuvachapuram,Thiruvananthapuram
node/5297540967,LC near Amaravila,8.3946672,77.1038954,,Amaravila,Thiruvananthapuram
node/5297543932,LC near Amaravila,8.399683,77.0972356,,Amaravila,Thiruvananthapuram
node/5297704685,LC near Balaramapuram,8.4320718,77.050298,,Balaramapuram,Thiruvananthapuram
node/5306787314,LC near Chandanathope,8.9291731,76.6403935,,Chandanathope,Kollam
node/5306788822,LC near Vellimon,8.9410986,76.6573001,,Vellimon,Kollam
node/5306788829,LC near Elampalloor,8.9676272,76.6883007,,Elampalloor,Kollam
node/5306788952,LC near Thalavoor,9.0345592,76.8303293,,Thalavoor,Kollam
node/5306788953,LC near Vilakkudi (Kunnikodu - Pattazhy),9.0382281,76.8538529,Kunnikodu - Pattazhy,Vilakkudi,Kollam
node/5306788960,LC near Mathra,9.0257812,76.9070458,,Mathra,Kollam
node/5319743103,LC near Panayam,8.9639343,76.6169251,,Panayam,Kollam
node/5319754773,LC near Chandanathope,8.9155946,76.6271754,,Chandanathope,Kollam
node/5320175081,LC near Chandanathope,8.9156306,76.6272219,,Chandanathope,Kollam
node/5320683378,LC near Nalukody (thengana naalukodi),9.4146914,76.5609433,thengana naalukodi,Nalukody,Kottayam
node/5353162743,LC near Kalpathy,10.8048278,76.6476424,,Kalpathy,Palakkad
node/5353162810,LC near Kalpathy,10.8048855,76.6476434,,Kalpathy,Palakkad
node/5409224597,LC near Muthuvara,10.5604787,76.1765636,,Muthuvara,Thrissur
node/5427225449,LC near Shenoys (Ambikapuram Crossing),9.9616576,76.2926648,Ambikapuram Crossing,Shenoys,Ernakulam
node/5590317435,LC near Tanur,11.0128644,75.8723415,,Tanur,Malappuram
node/5590322267,LC near Tanur,11.0128724,75.8724176,,Tanur,Malappuram
node/5590645523,LC near Vairankode,10.8841362,75.9582525,,Vairankode,Malappuram
node/5590645524,LC near Vairankode,10.8840824,75.9581488,,Vairankode,Malappuram
node/5590712406,LC near Chettippadi (Chamravattam - Tirur - Kozhikkode Road),11.0722977,75.8554109,Chamravattam - Tirur - Kozhikkode Road,Chettippadi,Malappuram
node/5591355695,LC near Vellayil (P. T. Usha Road),11.2598371,75.7761305,P. T. Usha Road,Vellayil,Kozhikode
node/5591362000,LC near Puthiyangadi (Koya Road),11.2966752,75.76057,Koya Road,Puthiyangadi,Kozhikode
node/5591484265,LC near Elathur,11.3446626,75.7412055,,Elathur,Kozhikode
node/5591485029,LC near Chemanchery (Kappad-Thiruvangoor Road),11.3844882,75.7314916,Kappad-Thiruvangoor Road,Chemanchery,Kozhikode
node/5591534985,LC near Koyilandy,11.466553,75.6695926,,Koyilandy,Kozhikode
node/5591534993,LC near Thikkodi,11.4794832,75.6334615,,Thikkodi,Kozhikode
node/5591535351,LC near Iringal,11.553296,75.6080627,,Iringal,Kozhikode
node/5591535401,LC near Thikkodi,11.4794942,75.6335434,,Thikkodi,Kozhikode
node/5591535409,LC near Thikkodi,11.4736661,75.6388455,,Thikkodi,Kozhikode
node/5593551288,LC near Chorode,11.6058089,75.5796185,,Chorode,Kozhikode
node/5593551351,LC near Azhiyur (Moonam Gate Road),11.6785563,75.5527326,Moonam Gate Road,Azhiyur,Kozhikode
node/5593551367,LC near Azhiyur (Koroth Road to Mahe Railway station road),11.692919,75.5478599,Koroth Road to Mahe Railway station road,Azhiyur,Kozhikode
node/5593551382,LC near Thalassery,11.7106852,75.5440811,,Thalassery,Kannur
node/5593551384,LC near Thalassery,11.7114436,75.5436687,,Thalassery,Kannur
node/5593551451,LC near Thalassery (Paraal road),11.7308182,75.5117036,Paraal road,Thalassery,Kannur
node/5593551467,LC near Thalassery (Thalassery-Kuttiyadi Road),11.7392314,75.5079046,Thalassery-Kuttiyadi Road,Thalassery,Kannur
node/5593551474,LC near Thalassery (Thalassery-Kuttiyadi Road),11.7415444,75.5054519,Thalassery-Kuttiyadi Road,Thalassery,Kannur
node/5593551483,LC near Thalassery (Thalassery-Kuttiyadi Road),11.7445774,75.4999573,Thalassery-Kuttiyadi Road,Thalassery,Kannur
node/5593551526,LC near Thalassery (Thalasseri - Irikkur Road),11.7671607,75.4788247,Thalasseri - Irikkur Road,Thalassery,Kannur
node/5593551546,LC near Dharmadom,11.774811,75.4663456,,Dharmadom,Kannur
node/5593578668,LC near Muzhappilangad,11.7996175,75.4482185,,Muzhappilangad,Kannur
node/5593578832,LC near Melechovva (Thayil - Thazhe Chova Road),11.8663868,75.4027114,Thayil - Thazhe Chova Road,Melechovva,Kannur
node/5593578838,LC near Varam (NH 66),11.8643924,75.407955,NH 66,Varam,Kannur
node/5593687631,LC near Cherukunnu (Kannapuram-Dharmasala),11.9802286,75.3176855,Kannapuram-Dharmasala,Cherukunnu,Kannur
node/5593687641,LC near Cherukunnu (Cherukunnuthara - Keezhara - Vellikkeelkadavu Road),11.990859,75.3086473,Cherukunnuthara - Keezhara - Vellikkeelkadavu Road,Cherukunnu,Kannur
node/5593687662,LC near Cherukunnu (Odayammadam Road),11.9959317,75.3013268,Odayammadam Road,Cherukunnu,Kannur
node/5593687671,LC near Cherukunnu (Kovvappuram - Irinavu Bypass Road),11.9972568,75.2954247,Kovvappuram - Irinavu Bypass Road,Cherukunnu,Kannur
node/5595576840,LC near Vengara,12.0413634,75.2398221,,Vengara,Kannur
node/5595576877,LC near Pilathara (Kunnaru--Kunhimangalam Road),12.0642055,75.2371133,Kunnaru--Kunhimangalam Road,Pilathara,Kannur
node/5595576887,LC near Pilathara (Kunnaru--Kunhimangalam Road),12.0681432,75.2325036,Kunnaru--Kunhimangalam Road,Pilathara,Kannur
node/5595616409,LC near Payyanur (Payyanur-Thrikkaripur-Kalikadavu),12.0972224,75.1933338,Payyanur-Thrikkaripur-Kalikadavu,Payyanur,Kannur
node/5595684813,LC near Karuvakkode,12.3965927,75.03721,,Karuvakkode,Kasaragod
node/5596915392,LC near Udyawara,12.7274461,74.8835493,,Udyawara,Kasaragod
node/5596915524,LC near Manjeshwar,12.7060607,74.9022802,,Manjeshwar,Kasaragod
node/5596915542,LC near Uppala (Uppala - Moosodi Road),12.6839104,74.9028576,Uppala - Moosodi Road,Uppala,Kasaragod
node/5596915565,LC near Uppala,12.6714482,74.9060829,,Uppala,Kasaragod
node/5596915623,LC near Bandiyod,12.6348434,74.9245761,,Bandiyod,Kasaragod
node/5620191798,LC near Puzhakkal,10.5528486,76.1959,,Puzhakkal,Thrissur
node/5662580883,LC near Alappuzha,9.5907257,76.3160412,,Alappuzha,Alappuzha
node/5687593301,LC near Haripad (Harippad - Veeyapuram Road),9.3017709,76.4477232,Harippad - Veeyapuram Road,Haripad,Alappuzha
node/5687612695,LC near Haripad (Harippad - Veeyapuram Road),9.2990605,76.4513442,Harippad - Veeyapuram Road,Haripad,Alappuzha
node/5693713639,LC near Cantonment (Public Library YMCA Road),8.8811526,76.5971103,Public Library YMCA Road,Cantonment,Kollam
node/5764324722,LC near Kayamkulam (Kayamkulam - Thiruvalla Road),9.1968088,76.5112763,Kayamkulam - Thiruvalla Road,Kayamkulam,Alappuzha
node/5764324723,LC near Pathiyoor,9.2039738,76.4961093,,Pathiyoor,Alappuzha
node/5764348890,LC near Chirayinkeezhu (Chirayinkeezhu - Attingal Road),8.6604957,76.7847632,Chirayinkeezhu - Attingal Road,Chirayinkeezhu,Thiruvananthapuram
node/5764348895,LC near Perunguzhi (Manjadimoodu Level cross),8.6495702,76.7907283,Manjadimoodu Level cross,Perunguzhi,Thiruvananthapuram
node/5764348897,LC near Perunguzhi (Azhoor level cross),8.6432899,76.7974102,Azhoor level cross,Perunguzhi,Thiruvananthapuram
node/5764348917,LC near Murukkumpuzha,8.6113484,76.8326892,,Murukkumpuzha,Thiruvananthapuram
node/5764348921,LC near Murukkumpuzha (Karichara Kadavu Road),8.6020201,76.842566,Karichara Kadavu Road,Murukkumpuzha,Thiruvananthapuram
node/5764348927,LC near Kaniyapuram (Kaniyapuram-Perumathura Road),8.5884072,76.853388,Kaniyapuram-Perumathura Road,Kaniyapuram,Thiruvananthapuram
node/5764349060,LC near Kadakkavoor (Randam Gate Road),8.6847354,76.7614909,Randam Gate Road,Kadakkavoor,Thiruvananthapuram
node/5764349126,LC near Varkala (Varkala - Edava - Kappil Bridge Approach Road),8.7641423,76.6965986,Varkala - Edava - Kappil Bridge Approach Road,Varkala,Thiruvananthapuram
node/5764349140,LC near Varkala (Varkala - Edava - Kappil Bridge Approach Road),8.7527973,76.7095922,Varkala - Edava - Kappil Bridge Approach Road,Varkala,Thiruvananthapuram
node/5764349149,LC near Melvettoor (Varkala-Paripally Road),8.7481154,76.7163795,Varkala-Paripally Road,Melvettoor,Thiruvananthapuram
node/5764349282,LC near Cantonment (College Junction Level Cross),8.8797546,76.6032266,College Junction Level Cross,Cantonment,Kollam
node/5764349285,LC near Polayathodu (Parakkottu Kavu Temple Road),8.8790367,76.6049727,Parakkottu Kavu Temple Road,Polayathodu,Kollam
node/5764349290,LC near Polayathodu (Madannada - Eravipuram),8.8728962,76.6155577,Madannada - Eravipuram,Polayathodu,Kollam
node/5764349297,LC near Eravipuram (Thattamala-thirumukku road),8.8630789,76.6300572,Thattamala-thirumukku road,Eravipuram,Kollam
node/5764349304,LC near Mayyanad (Kottiyam Mayyanad Road),8.8542238,76.6378048,Kottiyam Mayyanad Road,Mayyanad,Kollam
node/5764349306,LC near Mayyanad (Kottiyam mayyanad road),8.8400135,76.6466275,Kottiyam mayyanad road,Mayyanad,Kollam
node/5764349308,LC near Mayyanad (Kottiyam mayyanad road),8.8330179,76.6510765,Kottiyam mayyanad road,Mayyanad,Kollam
node/5764349460,LC near Changanassery,9.4418599,76.5540737,,Changanassery,Kottayam
node/5764349491,LC near Cheriyanad (Cheriyanad - Ala - Madathumpady Road),9.276673,76.5852781,Cheriyanad - Ala - Madathumpady Road,Cheriyanad,Alappuzha
node/5764349494,LC near Cheriyanad (Cheriyanad - Ala - Madathumpady Road),9.2698723,76.5846443,Cheriyanad - Ala - Madathumpady Road,Cheriyanad,Alappuzha
node/5764349547,LC near Thiruvalla,9.3828264,76.5833644,,Thiruvalla,Pathanamthitta
node/5764357423,LC near Thrippunithura,9.9735317,76.3363643,,Thrippunithura,Ernakulam
node/5764357820,LC near Muttuchira (Muttuchira - Ayakudi Road),9.7561051,76.4922716,Muttuchira - Ayakudi Road,Muttuchira,Kottayam
node/5846392662,LC near Koratty,10.2738641,76.3455029,,Koratty,Thrissur
node/5847832905,LC near Cherthala,9.671377,76.3329297,,Cherthala,Alappuzha
node/5847857936,LC near Pathirappally,9.5350609,76.3210983,,Pathirappally,Alappuzha
node/5848056573,LC near Ambalapuzha,9.3853265,76.3682175,,Ambalapuzha,Alappuzha
node/5848553951,LC near Krishnapuram (Ochira - Thamarakkulam Road),9.1361698,76.5239905,Ochira - Thamarakkulam Road,Krishnapuram,Alappuzha
node/5849490315,LC near Changanassery,9.4570164,76.5414569,,Changanassery,Kottayam
node/5849574829,LC near Cherthala,9.7009163,76.3151178,,Cherthala,Alappuzha
node/5849846545,LC near Pallom,9.5270642,76.5254566,,Pallom,Kottayam
node/5849846546,LC near Pallom,9.5270619,76.5254204,,Pallom,Kottayam
node/5849846725,LC near Changanassery,9.4688639,76.5377247,,Changanassery,Kottayam
node/5851130619,LC near Puliyoor,9.2931014,76.5869932,,Puliyoor,Alappuzha
node/5851130620,LC near Puliyoor,9.293118,76.5869046,,Puliyoor,Alappuzha
node/5854200910,LC near Aroor,9.8688188,76.2986572,,Aroor,Alappuzha
node/5856373957,LC near Chandiroor,9.8572953,76.3022784,,Chandiroor,Alappuzha
node/5857551181,LC near Karumadi,9.381704,76.3957675,,Karumadi,Alappuzha
node/5857701474,LC near Karumadi,9.384399,76.378773,,Karumadi,Alappuzha
node/5859721107,LC near Pathiyoor (Maliyekkal - Chudukad Road),9.2141337,76.4862534,Maliyekkal - Chudukad Road,Pathiyoor,Alappuzha
node/5859721108,LC near Pathiyoor (Maliyekkal - Chudukad Road),9.2141297,76.4861909,Maliyekkal - Chudukad Road,Pathiyoor,Alappuzha
node/5859721109,LC near Kayamkulam,9.2013956,76.50153,,Kayamkulam,Alappuzha
node/5859721110,LC near Kayamkulam,9.2013372,76.5015284,,Kayamkulam,Alappuzha
node/5859721119,LC near Pathiyoor (Enakulangara - Kareelakulangara Road),9.2113327,76.4882863,Enakulangara - Kareelakulangara Road,Pathiyoor,Alappuzha
node/5859721120,LC near Pathiyoor (Enakulangara - Kareelakulangara Road),9.2113489,76.4882248,Enakulangara - Kareelakulangara Road,Pathiyoor,Alappuzha
node/5860169779,LC near Thuravoor,9.7556541,76.3121422,,Thuravoor,Alappuzha
node/5860601727,LC near Krishnapuram,9.1522638,76.5164012,,Krishnapuram,Alappuzha
node/5860601728,LC near Krishnapuram,9.1522506,76.5163462,,Krishnapuram,Alappuzha
node/5860732071,LC near Oachira,9.124469,76.5274212,,Oachira,Kollam
node/5860732072,LC near Oachira,9.1244585,76.527381,,Oachira,Kollam
node/5860732073,LC near Oachira,9.1215821,76.5282486,,Oachira,Kollam
node/5860732074,LC near Oachira,9.1215743,76.5282102,,Oachira,Kollam
node/5860732075,LC near Oachira (Changankulangara - Vallikunnam Road),9.1167007,76.5296529,Changankulangara - Vallikunnam Road,Oachira,Kollam
node/5860732076,LC near Oachira (Changankulangara - Vallikunnam Road),9.1167033,76.5296147,Changankulangara - Vallikunnam Road,Oachira,Kollam
node/5860732077,LC near Kulasekharapuram (Changankulangara - Vallikunnam Road),9.109158,76.5318645,Changankulangara - Vallikunnam Road,Kulasekharapuram,Kollam
node/5860732078,LC near Kulasekharapuram (Changankulangara - Vallikunnam Road),9.1091249,76.5318327,Changankulangara - Vallikunnam Road,Kulasekharapuram,Kollam
node/5860732082,LC near Krishnapuram (Ochira - Thamarakkulam Road),9.1361496,76.5240631,Ochira - Thamarakkulam Road,Krishnapuram,Alappuzha
node/5860732987,LC near Krishnapuram (koladuth road),9.1598626,76.5126292,koladuth road,Krishnapuram,Alappuzha
node/5860732993,LC near Krishnapuram (koladuth road),9.1679758,76.5086724,koladuth road,Krishnapuram,Alappuzha
node/5860733001,LC near Krishnapuram (koladuth road),9.1679672,76.5086278,koladuth road,Krishnapuram,Alappuzha
node/5863266657,LC near Nalukody (thengana naalukodi),9.4146096,76.5609124,thengana naalukodi,Nalukody,Kottayam
node/5864313308,LC near Mavelikkara,9.2255166,76.5313655,,Mavelikkara,Alappuzha
node/5864313309,LC near Mavelikkara,9.2255333,76.5313002,,Mavelikkara,Alappuzha
node/5864657450,LC near Kumbalam,9.9190361,76.3083131,,Kumbalam,Ernakulam
node/5864733652,LC near Kalpathy,10.790411,76.6383267,,Kalpathy,Palakkad
node/5864904446,LC near Pattanakkad,9.7362777,76.3108568,,Pattanakkad,Alappuzha
node/5865055922,LC near Oachira (Ochira - Thamarakkulam Road),9.1305049,76.5256826,Ochira - Thamarakkulam Road,Oachira,Kollam
node/5865055923,LC near Oachira (Ochira - Thamarakkulam Road),9.1304924,76.5256398,Ochira - Thamarakkulam Road,Oachira,Kollam
node/5867276841,LC near Mavelikkara,9.258696,76.5642035,,Mavelikkara,Alappuzha
node/5867276842,LC near Mavelikkara,9.2587555,76.5641874,,Mavelikkara,Alappuzha
node/5869375113,LC near Pathiyoor (Enakulangara - Kareelakulangara Road),9.2071923,76.4914897,Enakulangara - Kareelakulangara Road,Pathiyoor,Alappuzha
node/5869375114,LC near Pathiyoor (Enakulangara - Kareelakulangara Road),9.2072012,76.4915421,Enakulangara - Kareelakulangara Road,Pathiyoor,Alappuzha
node/5871413566,LC near Haripad (Harippad - Veeyapuram Road),9.2973709,76.4556072,Harippad - Veeyapuram Road,Haripad,Alappuzha
node/5871484623,LC near Haripad (Harippad - Veeyapuram Road),9.2990011,76.451353,Harippad - Veeyapuram Road,Haripad,Alappuzha
node/5872261430,LC near Ayaparampu,9.3235789,76.4237382,,Ayaparampu,Alappuzha
node/5872936117,LC near Nangiarkulangara (Thattarambalam - Thrikkunnappuzha Road),9.2586715,76.4695293,Thattarambalam - Thrikkunnappuzha Road,Nangiarkulangara,Alappuzha
node/5872936119,LC near Nangiarkulangara (Thattarambalam - Thrikkunnappuzha Road),9.2586724,76.4695721,Thattarambalam - Thrikkunnappuzha Road,Nangiarkulangara,Alappuzha
node/5873153829,LC near Cheppad,9.2400368,76.4748954,,Cheppad,Alappuzha
node/5873153830,LC near Cheppad,9.240021,76.474845,,Cheppad,Alappuzha
node/5873211976,LC near Nangiarkulangara,9.2471663,76.472565,,Nangiarkulangara,Alappuzha
node/5873212388,LC near Nangiarkulangara (Thattarambalam - Thrikkunnappuzha Road),9.2515496,76.4711778,Thattarambalam - Thrikkunnappuzha Road,Nangiarkulangara,Alappuzha
node/5873212389,LC near Nangiarkulangara (Thattarambalam - Thrikkunnappuzha Road),9.2515324,76.4711307,Thattarambalam - Thrikkunnappuzha Road,Nangiarkulangara,Alappuzha
node/5879663733,LC near Haripad,9.3025329,76.4467973,,Haripad,Alappuzha
node/5880735456,LC near Vaduthala (Chittoor Road),10.0047771,76.2787996,Chittoor Road,Vaduthala,Ernakulam
node/5880735457,LC near Vaduthala (Chittoor Road),10.0047661,76.2787581,Chittoor Road,Vaduthala,Ernakulam
node/5880892338,LC near Chalakudy (Parambi Road),10.3140973,76.3088318,Parambi Road,Chalakudy,Thrissur
node/5881355657,LC near Chalakudy (Parambi Road),10.3140984,76.3087443,Parambi Road,Chalakudy,Thrissur
node/5881355935,LC near Haripad (Harippad - Veeyapuram Road),9.301697,76.4477171,Harippad - Veeyapuram Road,Haripad,Alappuzha
node/5883448390,LC near Ambalapuzha,9.389897,76.3544376,,Ambalapuzha,Alappuzha
node/5883448418,LC near Ambalappuzha,9.3916874,76.3512623,,Ambalappuzha,Alappuzha
node/5883448446,LC near Ambalapuzha,9.3842755,76.3743055,,Ambalapuzha,Alappuzha
node/5883448914,LC near Ambalappuzha,9.3977741,76.3485382,,Ambalappuzha,Alappuzha
node/5884017920,LC near Cherthala South,9.6513391,76.3293308,,Cherthala South,Alappuzha
node/5884018198,LC near Kanichukulangara,9.6288807,76.3216884,,Kanichukulangara,Alappuzha
node/5884138728,LC near Cherthala South,9.646745,76.3281585,,Cherthala South,Alappuzha
node/5884138732,LC near Cherthala South,9.6406995,76.3259177,,Cherthala South,Alappuzha
node/5886425859,LC near Cheppad (Ramapuram-Puthenkulangara road),9.2298359,76.4782033,Ramapuram-Puthenkulangara road,Cheppad,Alappuzha
node/5886438854,LC near Kalavoor,9.5833168,76.316048,,Kalavoor,Alappuzha
node/5886439087,LC near Mararikkulam,9.6015805,76.3187952,,Mararikkulam,Alappuzha
node/5886452832,LC near Karayamparambu,10.2298328,76.3725429,,Karayamparambu,Ernakulam
node/5886452835,LC near Kothakulangara,10.1972594,76.3743021,,Kothakulangara,Ernakulam
node/5887435225,LC near Mararikkulam,9.6142755,76.3193522,,Mararikkulam,Alappuzha
node/5887435226,LC near Mararikkulam,9.6097876,76.3192414,,Mararikkulam,Alappuzha
