gate_id,train_number,train_name,estimated_crossing_time,prev_station_code,next_station_code,runs_on_days
node/5593551288,16303,Vanchinad Express,18:02,MAHE,BDJ,MTWTFSS
node/5593551288,16349,Mangalore Express,21:46,MAHE,BDJ,MTWTFSS
node/5593551288,56651,CAN-CLT Passenger,07:04,MAHE,BDJ,MTWTFSS
node/5593551288,56654,CAN-CLT Passenger,10:04,MAHE,BDJ,MTWTFSS
node/5593551288,56657,CAN-CLT Passenger,13:04,MAHE,BDJ,MTWTFSS
node/5593551288,56660,CAN-CLT Passenger,16:04,MAHE,BDJ,MTWTFSS
node/5593551288,56663,CAN-CLT Passenger,19:04,MAHE,BDJ,MTWTFSS
node/5593551288,16606,Mangala Lakshadweep Exp,15:24,BDJ,MAHE,MTWTFSS
node/5593551288,12626,Kerala Express,17:41,BDJ,MAHE,MTWTFSS
node/5593551288,16346,Netravati Express,19:33,BDJ,MAHE,MTWTFSS
node/5593551288,12602,Mangala Express,20:51,BDJ,MAHE,MT-TFSS
node/5593551288,16526,Kanyakumari Express,23:40,BDJ,MAHE,MTWTFSS
node/5593551288,12696,Trivandrum Rajdhani,21:30,BDJ,MAHE,M-W-F--
node/5593551288,22114,Kochuveli Superfast,00:54,BDJ,MAHE,MTWTFSS
node/5593551288,16860,Malabar Express,04:40,BDJ,MAHE,MTWTFSS
node/5593551288,12618,Mangala Express,05:11,BDJ,MAHE,-T-T---
node/5593551288,16528,Guruvayur Express,07:03,BDJ,MAHE,MTWTFSS
node/5593551288,12512,Rapti Sagar Express,07:51,BDJ,MAHE,--W--S-
node/5593551288,16336,Nagercoil Express,10:57,BDJ,MAHE,MTWTFSS
node/5593551288,12082,Jan Shatabdi Express,16:29,BDJ,MAHE,MTWTF--
node/5593551288,16302,Venad Express,20:18,BDJ,MAHE,MTWTFSS
node/5593551288,12624,Thiruvananthapuram Mail,21:48,BDJ,MAHE,MTWTFSS
node/5593551288,16304,Vanchinad Express,02:32,BDJ,MAHE,MTWTFSS
node/5593551288,16350,Mangalore Express,05:40,BDJ,MAHE,MTWTFSS
node/5593551288,56671,CLT-CAN Passenger,07:48,BDJ,MAHE,MTWTFSS
node/5593551288,56674,CLT-CAN Passenger,10:48,BDJ,MAHE,MTWTFSS
node/5593551288,56677,CLT-CAN Passenger,13:48,BDJ,MAHE,MTWTFSS
node/5593551288,56680,CLT-CAN Passenger,16:48,BDJ,MAHE,MTWTFSS
node/5593551288,56683,CLT-CAN Passenger,19:48,BDJ,MAHE,MTWTFSS
node/5593551351,16605,Mangala Lakshadweep Exp,09:12,MAHE,BDJ,MTWTFSS
node/5593551351,12625,Kerala Express,10:57,MAHE,BDJ,MTWTFSS
node/5593551351,16345,Netravati Express,12:35,MAHE,BDJ,MTWTFSS
node/5593551351,12601,Mangala Express,13:51,MAHE,BDJ,MT-TFSS
node/5593551351,16525,Kanyakumari Express,15:47,MAHE,BDJ,MTWTFSS
node/5593551351,12695,Trivandrum Rajdhani,16:40,MAHE,BDJ,M-W-F--
node/5593551351,22113,Kochuveli Superfast,18:42,MAHE,BDJ,MTWTFSS
node/5593551351,16859,Malabar Express,20:47,MAHE,BDJ,MTWTFSS
node/5593551351,12617,Mangala Express,22:27,MAHE,BDJ,-T-T---
node/5593551351,16527,Guruvayur Express,00:05,MAHE,BDJ,MTWTFSS
node/5593551351,12511,Rapti Sagar Express,01:21,MAHE,BDJ,--W--S-
node/5593551351,16335,Nagercoil Express,03:13,MAHE,BDJ,MTWTFSS
node/5593551351,12081,Jan Shatabdi Express,09:27,MAHE,BDJ,MTWTF--
node/5593551351,16301,Venad Express,11:47,MAHE,BDJ,MTWTFSS
node/5593551351,12623,Thiruvananthapuram Mail,14:27,MAHE,BDJ,MTWTFSS
node/5593551351,16303,Vanchinad Express,17:51,MAHE,BDJ,MTWTFSS
node/5593551351,16349,Mangalore Express,21:35,MAHE,BDJ,MTWTFSS
node/5593551351,56651,CAN-CLT Passenger,06:51,MAHE,BDJ,MTWTFSS
node/5593551351,56654,CAN-CLT Passenger,09:51,MAHE,BDJ,MTWTFSS
node/5593551351,56657,CAN-CLT Passenger,12:51,MAHE,BDJ,MTWTFSS
node/5593551351,56660,CAN-CLT Passenger,15:51,MAHE,BDJ,MTWTFSS
node/5593551351,56663,CAN-CLT Passenger,18:51,MAHE,BDJ,MTWTFSS
node/5593551351,16606,Mangala Lakshadweep Exp,15:33,BDJ,MAHE,MTWTFSS
node/5593551351,12626,Kerala Express,17:52,BDJ,MAHE,MTWTFSS
node/5593551351,16346,Netravati Express,19:44,BDJ,MAHE,MTWTFSS
node/5593551351,12602,Mangala Express,21:02,BDJ,MAHE,MT-TFSS
node/5593551351,16526,Kanyakumari Express,23:51,BDJ,MAHE,MTWTFSS
node/5593551351,12696,Trivandrum Rajdhani,21:39,BDJ,MAHE,M-W-F--
node/5593551351,22114,Kochuveli Superfast,01:03,BDJ,MAHE,MTWTFSS
node/5593551351,16860,Malabar Express,04:51,BDJ,MAHE,MTWTFSS
node/5593551351,12618,Mangala Express,05:22,BDJ,MAHE,-T-T---
node/5593551351,16528,Guruvayur Express,07:14,BDJ,MAHE,MTWTFSS
node/5593551351,12512,Rapti Sagar Express,08:02,BDJ,MAHE,--W--S-
node/5593551351,16336,Nagercoil Express,11:08,BDJ,MAHE,MTWTFSS
node/5593551351,12082,Jan Shatabdi Express,16:39,BDJ,MAHE,MTWTF--
node/5593551351,16302,Venad Express,20:29,BDJ,MAHE,MTWTFSS
node/5593551351,12624,Thiruvananthapuram Mail,21:59,BDJ,MAHE,MTWTFSS
node/5593551351,16304,Vanchinad Express,02:43,BDJ,MAHE,MTWTFSS
node/5593551351,16350,Mangalore Express,05:51,BDJ,MAHE,MTWTFSS
node/5593551351,56671,CLT-CAN Passenger,08:00,BDJ,MAHE,MTWTFSS
node/5593551351,56674,CLT-CAN Passenger,11:00,BDJ,MAHE,MTWTFSS
node/5593551351,56677,CLT-CAN Passenger,14:00,BDJ,MAHE,MTWTFSS
node/5593551351,56680,CLT-CAN Passenger,17:00,BDJ,MAHE,MTWTFSS
node/5593551351,56683,CLT-CAN Passenger,20:00,BDJ,MAHE,MTWTFSS
node/5593551367,16605,Mangala Lakshadweep Exp,09:10,MAHE,BDJ,MTWTFSS
node/5593551367,12625,Kerala Express,10:55,MAHE,BDJ,MTWTFSS
node/5593551367,16345,Netravati Express,12:32,MAHE,BDJ,MTWTFSS
node/5593551367,12601,Mangala Express,13:49,MAHE,BDJ,MT-TFSS
node/5593551367,16525,Kanyakumari Express,15:44,MAHE,BDJ,MTWTFSS
node/5593551367,12695,Trivandrum Rajdhani,16:38,MAHE,BDJ,M-W-F--
node/5593551367,22113,Kochuveli Superfast,18:40,MAHE,BDJ,MTWTFSS
node/5593551367,16859,Malabar Express,20:44,MAHE,BDJ,MTWTFSS
node/5593551367,12617,Mangala Express,22:25,MAHE,BDJ,-T-T---
node/5593551367,16527,Guruvayur Express,00:02,MAHE,BDJ,MTWTFSS
node/5593551367,12511,Rapti Sagar Express,01:19,MAHE,BDJ,--W--S-
node/5593551367,16335,Nagercoil Express,03:10,MAHE,BDJ,MTWTFSS
node/5593551367,12081,Jan Shatabdi Express,09:25,MAHE,BDJ,MTWTF--
node/5593551367,16301,Venad Express,11:44,MAHE,BDJ,MTWTFSS
node/5593551367,12623,Thiruvananthapuram Mail,14:25,MAHE,BDJ,MTWTFSS
node/5593551367,16303,Vanchinad Express,17:48,MAHE,BDJ,MTWTFSS
node/5593551367,16349,Mangalore Express,21:32,MAHE,BDJ,MTWTFSS
node/5593551367,56651,CAN-CLT Passenger,06:49,MAHE,BDJ,MTWTFSS
node/5593551367,56654,CAN-CLT Passenger,09:49,MAHE,BDJ,MTWTFSS
node/5593551367,56657,CAN-CLT Passenger,12:49,MAHE,BDJ,MTWTFSS
node/5593551367,56660,CAN-CLT Passenger,15:49,MAHE,BDJ,MTWTFSS
node/5593551367,56663,CAN-CLT Passenger,18:49,MAHE,BDJ,MTWTFSS
node/5593551367,16606,Mangala Lakshadweep Exp,15:35,BDJ,MAHE,MTWTFSS
node/5593551367,12626,Kerala Express,17:54,BDJ,MAHE,MTWTFSS
node/5593551367,16346,Netravati Express,19:47,BDJ,MAHE,MTWTFSS
node/5593551367,12602,Mangala Express,21:04,BDJ,MAHE,MT-TFSS
node/5593551367,16526,Kanyakumari Express,23:54,BDJ,MAHE,MTWTFSS
node/5593551367,12696,Trivandrum Rajdhani,21:41,BDJ,MAHE,M-W-F--
node/5593551367,22114,Kochuveli Superfast,01:05,BDJ,MAHE,MTWTFSS
node/5593551367,16860,Malabar Express,04:54,BDJ,MAHE,MTWTFSS
node/5593551367,12618,Mangala Express,05:24,BDJ,MAHE,-T-T---
node/5593551367,16528,Guruvayur Express,07:17,BDJ,MAHE,MTWTFSS
node/5593551367,12512,Rapti Sagar Express,08:04,BDJ,MAHE,--W--S-
node/5593551367,16336,Nagercoil Express,11:11,BDJ,MAHE,MTWTFSS
node/5593551367,12082,Jan Shatabdi Express,16:41,BDJ,MAHE,MTWTF--
node/5593551367,16302,Venad Express,20:32,BDJ,MAHE,MTWTFSS
node/5593551367,12624,Thiruvananthapuram Mail,22:01,BDJ,MAHE,MTWTFSS
node/5593551367,16304,Vanchinad Express,02:46,BDJ,MAHE,MTWTFSS
node/5593551367,16350,Mangalore Express,05:54,BDJ,MAHE,MTWTFSS
node/5593551367,56671,CLT-CAN Passenger,08:03,BDJ,MAHE,MTWTFSS
node/5593551367,56674,CLT-CAN Passenger,11:03,BDJ,MAHE,MTWTFSS
node/5593551367,56677,CLT-CAN Passenger,14:03,BDJ,MAHE,MTWTFSS
node/5593551367,56680,CLT-CAN Passenger,17:03,BDJ,MAHE,MTWTFSS
node/5593551367,56683,CLT-CAN Passenger,20:03,BDJ,MAHE,MTWTFSS
node/5593551451,16605,Mangala Lakshadweep Exp,09:02,JGE,MAHE,MTWTFSS
node/5593551451,12625,Kerala Express,10:47,JGE,MAHE,MTWTFSS
node/5593551451,16345,Netravati Express,12:24,JGE,MAHE,MTWTFSS
node/5593551451,12601,Mangala Express,13:41,JGE,MAHE,MT-TFSS
node/5593551451,16525,Kanyakumari Express,15:35,JGE,MAHE,MTWTFSS
node/5593551451,12695,Trivandrum Rajdhani,16:31,JGE,MAHE,M-W-F--
node/5593551451,22113,Kochuveli Superfast,18:32,JGE,MAHE,MTWTFSS
node/5593551451,16859,Malabar Express,20:35,JGE,MAHE,MTWTFSS
node/5593551451,12617,Mangala Express,22:17,JGE,MAHE,-T-T---
node/5593551451,16527,Guruvayur Express,23:54,JGE,MAHE,MTWTFSS
node/5593551451,12511,Rapti Sagar Express,01:11,JGE,MAHE,--W--S-
node/5593551451,16335,Nagercoil Express,03:01,JGE,MAHE,MTWTFSS
node/5593551451,12081,Jan Shatabdi Express,09:17,JGE,MAHE,MTWTF--
node/5593551451,16301,Venad Express,11:35,JGE,MAHE,MTWTFSS
node/5593551451,12623,Thiruvananthapuram Mail,14:17,JGE,MAHE,MTWTFSS
node/5593551451,16303,Vanchinad Express,17:39,JGE,MAHE,MTWTFSS
node/5593551451,16349,Mangalore Express,21:24,JGE,MAHE,MTWTFSS
node/5593551451,56651,CAN-CLT Passenger,06:39,JGE,MAHE,MTWTFSS
node/5593551451,56654,CAN-CLT Passenger,09:39,JGE,MAHE,MTWTFSS
node/5593551451,56657,CAN-CLT Passenger,12:39,JGE,MAHE,MTWTFSS
node/5593551451,56660,CAN-CLT Passenger,15:39,JGE,MAHE,MTWTFSS
node/5593551451,56663,CAN-CLT Passenger,18:39,JGE,MAHE,MTWTFSS
node/5593551451,16606,Mangala Lakshadweep Exp,15:43,MAHE,JGE,MTWTFSS
node/5593551451,12626,Kerala Express,18:03,MAHE,JGE,MTWTFSS
node/5593551451,16346,Netravati Express,19:55,MAHE,JGE,MTWTFSS
node/5593551451,12602,Mangala Express,21:12,MAHE,JGE,MT-TFSS
node/5593551451,16526,Kanyakumari Express,00:03,MAHE,JGE,MTWTFSS
node/5593551451,12696,Trivandrum Rajdhani,21:48,MAHE,JGE,M-W-F--
node/5593551451,22114,Kochuveli Superfast,01:13,MAHE,JGE,MTWTFSS
node/5593551451,16860,Malabar Express,05:03,MAHE,JGE,MTWTFSS
node/5593551451,12618,Mangala Express,05:33,MAHE,JGE,-T-T---
node/5593551451,16528,Guruvayur Express,07:25,MAHE,JGE,MTWTFSS
node/5593551451,12512,Rapti Sagar Express,08:12,MAHE,JGE,--W--S-
node/5593551451,16336,Nagercoil Express,11:20,MAHE,JGE,MTWTFSS
node/5593551451,12082,Jan Shatabdi Express,16:49,MAHE,JGE,MTWTF--
node/5593551451,16302,Venad Express,20:41,MAHE,JGE,MTWTFSS
node/5593551451,12624,Thiruvananthapuram Mail,22:09,MAHE,JGE,MTWTFSS
node/5593551451,16304,Vanchinad Express,02:56,MAHE,JGE,MTWTFSS
node/5593551451,16350,Mangalore Express,06:03,MAHE,JGE,MTWTFSS
node/5593551451,56671,CLT-CAN Passenger,08:12,MAHE,JGE,MTWTFSS
node/5593551451,56674,CLT-CAN Passenger,11:12,MAHE,JGE,MTWTFSS
node/5593551451,56677,CLT-CAN Passenger,14:12,MAHE,JGE,MTWTFSS
node/5593551451,56680,CLT-CAN Passenger,17:12,MAHE,JGE,MTWTFSS
node/5593551451,56683,CLT-CAN Passenger,20:12,MAHE,JGE,MTWTFSS
node/5593551467,16605,Mangala Lakshadweep Exp,08:59,TLY,JGE,MTWTFSS
node/5593551467,12625,Kerala Express,10:43,TLY,JGE,MTWTFSS
node/5593551467,16345,Netravati Express,12:20,TLY,JGE,MTWTFSS
node/5593551467,12601,Mangala Express,13:37,TLY,JGE,MT-TFSS
node/5593551467,16525,Kanyakumari Express,15:31,TLY,JGE,MTWTFSS
node/5593551467,12695,Trivandrum Rajdhani,16:29,TLY,JGE,M-W-F--
node/5593551467,22113,Kochuveli Superfast,18:29,TLY,JGE,MTWTFSS
node/5593551467,16859,Malabar Express,20:31,TLY,JGE,MTWTFSS
node/5593551467,12617,Mangala Express,22:13,TLY,JGE,-T-T---
node/5593551467,16527,Guruvayur Express,23:50,TLY,JGE,MTWTFSS
node/5593551467,12511,Rapti Sagar Express,01:07,TLY,JGE,--W--S-
node/5593551467,16335,Nagercoil Express,02:57,TLY,JGE,MTWTFSS
node/5593551467,12081,Jan Shatabdi Express,09:14,TLY,JGE,MTWTF--
node/5593551467,16301,Venad Express,11:31,TLY,JGE,MTWTFSS
node/5593551467,12623,Thiruvananthapuram Mail,14:13,TLY,JGE,MTWTFSS
node/5593551467,16303,Vanchinad Express,17:35,TLY,JGE,MTWTFSS
node/5593551467,16349,Mangalore Express,21:20,TLY,JGE,MTWTFSS
node/5593551467,56651,CAN-CLT Passenger,06:36,TLY,JGE,MTWTFSS
node/5593551467,56654,CAN-CLT Passenger,09:36,TLY,JGE,MTWTFSS
node/5593551467,56657,CAN-CLT Passenger,12:36,TLY,JGE,MTWTFSS
node/5593551467,56660,CAN-CLT Passenger,15:36,TLY,JGE,MTWTFSS
node/5593551467,56663,CAN-CLT Passenger,18:36,TLY,JGE,MTWTFSS
node/5593551467,16606,Mangala Lakshadweep Exp,15:47,JGE,TLY,MTWTFSS
node/5593551467,12626,Kerala Express,18:07,JGE,TLY,MTWTFSS
node/5593551467,16346,Netravati Express,19:59,JGE,TLY,MTWTFSS
node/5593551467,12602,Mangala Express,21:16,JGE,TLY,MT-TFSS
node/5593551467,16526,Kanyakumari Express,00:07,JGE,TLY,MTWTFSS
node/5593551467,12696,Trivandrum Rajdhani,21:50,JGE,TLY,M-W-F--
node/5593551467,22114,Kochuveli Superfast,01:17,JGE,TLY,MTWTFSS
node/5593551467,16860,Malabar Express,05:07,JGE,TLY,MTWTFSS
node/5593551467,12618,Mangala Express,05:37,JGE,TLY,-T-T---
node/5593551467,16528,Guruvayur Express,07:29,JGE,TLY,MTWTFSS
node/5593551467,12512,Rapti Sagar Express,08:16,JGE,TLY,--W--S-
node/5593551467,16336,Nagercoil Express,11:24,JGE,TLY,MTWTFSS
node/5593551467,12082,Jan Shatabdi Express,16:52,JGE,TLY,MTWTF--
node/5593551467,16302,Venad Express,20:45,JGE,TLY,MTWTFSS
node/5593551467,12624,Thiruvananthapuram Mail,22:13,JGE,TLY,MTWTFSS
node/5593551467,16304,Vanchinad Express,03:00,JGE,TLY,MTWTFSS
node/5593551467,16350,Mangalore Express,06:07,JGE,TLY,MTWTFSS
node/5593551467,56671,CLT-CAN Passenger,08:15,JGE,TLY,MTWTFSS
node/5593551467,56674,CLT-CAN Passenger,11:15,JGE,TLY,MTWTFSS
node/5593551467,56677,CLT-CAN Passenger,14:15,JGE,TLY,MTWTFSS
node/5593551467,56680,CLT-CAN Passenger,17:15,JGE,TLY,MTWTFSS
node/5593551467,56683,CLT-CAN Passenger,20:15,JGE,TLY,MTWTFSS
node/5593551474,16605,Mangala Lakshadweep Exp,08:59,TLY,JGE,MTWTFSS
node/5593551474,12625,Kerala Express,10:43,TLY,JGE,MTWTFSS
node/5593551474,16345,Netravati Express,12:20,TLY,JGE,MTWTFSS
node/5593551474,12601,Mangala Express,13:37,TLY,JGE,MT-TFSS
node/5593551474,16525,Kanyakumari Express,15:31,TLY,JGE,MTWTFSS
node/5593551474,12695,Trivandrum Rajdhani,16:29,TLY,JGE,M-W-F--
node/5593551474,22113,Kochuveli Superfast,18:29,TLY,JGE,MTWTFSS
node/5593551474,16859,Malabar Express,20:31,TLY,JGE,MTWTFSS
node/5593551474,12617,Mangala Express,22:13,TLY,JGE,-T-T---
node/5593551474,16527,Guruvayur Express,23:50,TLY,JGE,MTWTFSS
node/5593551474,12511,Rapti Sagar Express,01:07,TLY,JGE,--W--S-
node/5593551474,16335,Nagercoil Express,02:57,TLY,JGE,MTWTFSS
node/5593551474,12081,Jan Shatabdi Express,09:14,TLY,JGE,MTWTF--
node/5593551474,16301,Venad Express,11:31,TLY,JGE,MTWTFSS
node/5593551474,12623,Thiruvananthapuram Mail,14:13,TLY,JGE,MTWTFSS
node/5593551474,16303,Vanchinad Express,17:35,TLY,JGE,MTWTFSS
node/5593551474,16349,Mangalore Express,21:20,TLY,JGE,MTWTFSS
node/5593551474,56651,CAN-CLT Passenger,06:36,TLY,JGE,MTWTFSS
node/5593551474,56654,CAN-CLT Passenger,09:36,TLY,JGE,MTWTFSS
node/5593551474,56657,CAN-CLT Passenger,12:36,TLY,JGE,MTWTFSS
node/5593551474,56660,CAN-CLT Passenger,15:36,TLY,JGE,MTWTFSS
node/5593551474,56663,CAN-CLT Passenger,18:36,TLY,JGE,MTWTFSS
node/5593551474,16606,Mangala Lakshadweep Exp,15:47,JGE,TLY,MTWTFSS
node/5593551474,12626,Kerala Express,18:07,JGE,TLY,MTWTFSS
node/5593551474,16346,Netravati Express,19:59,JGE,TLY,MTWTFSS
node/5593551474,12602,Mangala Express,21:16,JGE,TLY,MT-TFSS
node/5593551474,16526,Kanyakumari Express,00:07,JGE,TLY,MTWTFSS
node/5593551474,12696,Trivandrum Rajdhani,21:50,JGE,TLY,M-W-F--
node/5593551474,22114,Kochuveli Superfast,01:17,JGE,TLY,MTWTFSS
node/5593551474,16860,Malabar Express,05:07,JGE,TLY,MTWTFSS
node/5593551474,12618,Mangala Express,05:37,JGE,TLY,-T-T---
node/5593551474,16528,Guruvayur Express,07:29,JGE,TLY,MTWTFSS
node/5593551474,12512,Rapti Sagar Express,08:16,JGE,TLY,--W--S-
node/5593551474,16336,Nagercoil Express,11:24,JGE,TLY,MTWTFSS
node/5593551474,12082,Jan Shatabdi Express,16:52,JGE,TLY,MTWTF--
node/5593551474,16302,Venad Express,20:45,JGE,TLY,MTWTFSS
node/5593551474,12624,Thiruvananthapuram Mail,22:13,JGE,TLY,MTWTFSS
node/5593551474,16304,Vanchinad Express,03:00,JGE,TLY,MTWTFSS
node/5593551474,16350,Mangalore Express,06:07,JGE,TLY,MTWTFSS
node/5593551474,56671,CLT-CAN Passenger,08:15,JGE,TLY,MTWTFSS
node/5593551474,56674,CLT-CAN Passenger,11:15,JGE,TLY,MTWTFSS
node/5593551474,56677,CLT-CAN Passenger,14:15,JGE,TLY,MTWTFSS
node/5593551474,56680,CLT-CAN Passenger,17:15,JGE,TLY,MTWTFSS
node/5593551474,56683,CLT-CAN Passenger,20:15,JGE,TLY,MTWTFSS
node/5593551483,16605,Mangala Lakshadweep Exp,08:58,TLY,JGE,MTWTFSS
node/5593551483,12625,Kerala Express,10:42,TLY,JGE,MTWTFSS
node/5593551483,16345,Netravati Express,12:19,TLY,JGE,MTWTFSS
node/5593551483,12601,Mangala Express,13:36,TLY,JGE,MT-TFSS
node/5593551483,16525,Kanyakumari Express,15:30,TLY,JGE,MTWTFSS
node/5593551483,12695,Trivandrum Rajdhani,16:28,TLY,JGE,M-W-F--
node/5593551483,22113,Kochuveli Superfast,18:28,TLY,JGE,MTWTFSS
node/5593551483,16859,Malabar Express,20:30,TLY,JGE,MTWTFSS
node/5593551483,12617,Mangala Express,22:12,TLY,JGE,-T-T---
node/5593551483,16527,Guruvayur Express,23:49,TLY,JGE,MTWTFSS
node/5593551483,12511,Rapti Sagar Express,01:06,TLY,JGE,--W--S-
node/5593551483,16335,Nagercoil Express,02:56,TLY,JGE,MTWTFSS
node/5593551483,12081,Jan Shatabdi Express,09:13,TLY,JGE,MTWTF--
node/5593551483,16301,Venad Express,11:30,TLY,JGE,MTWTFSS
node/5593551483,12623,Thiruvananthapuram Mail,14:12,TLY,JGE,MTWTFSS
node/5593551483,16303,Vanchinad Express,17:34,TLY,JGE,MTWTFSS
node/5593551483,16349,Mangalore Express,21:19,TLY,JGE,MTWTFSS
node/5593551483,56651,CAN-CLT Passenger,06:35,TLY,JGE,MTWTFSS
node/5593551483,56654,CAN-CLT Passenger,09:35,TLY,JGE,MTWTFSS
node/5593551483,56657,CAN-CLT Passenger,12:35,TLY,JGE,MTWTFSS
node/5593551483,56660,CAN-CLT Passenger,15:35,TLY,JGE,MTWTFSS
node/5593551483,56663,CAN-CLT Passenger,18:35,TLY,JGE,MTWTFSS
node/5593551483,16606,Mangala Lakshadweep Exp,15:48,JGE,TLY,MTWTFSS
node/5593551483,12626,Kerala Express,18:08,JGE,TLY,MTWTFSS
node/5593551483,16346,Netravati Express,20:00,JGE,TLY,MTWTFSS
node/5593551483,12602,Mangala Express,21:16,JGE,TLY,MT-TFSS
node/5593551483,16526,Kanyakumari Express,00:08,JGE,TLY,MTWTFSS
node/5593551483,12696,Trivandrum Rajdhani,21:50,JGE,TLY,M-W-F--
node/5593551483,22114,Kochuveli Superfast,01:18,JGE,TLY,MTWTFSS
node/5593551483,16860,Malabar Express,05:08,JGE,TLY,MTWTFSS
node/5593551483,12618,Mangala Express,05:38,JGE,TLY,-T-T---
node/5593551483,16528,Guruvayur Express,07:30,JGE,TLY,MTWTFSS
node/5593551483,12512,Rapti Sagar Express,08:16,JGE,TLY,--W--S-
node/5593551483,16336,Nagercoil Express,11:25,JGE,TLY,MTWTFSS
node/5593551483,12082,Jan Shatabdi Express,16:53,JGE,TLY,MTWTF--
node/5593551483,16302,Venad Express,20:46,JGE,TLY,MTWTFSS
node/5593551483,12624,Thiruvananthapuram Mail,22:14,JGE,TLY,MTWTFSS
node/5593551483,16304,Vanchinad Express,03:01,JGE,TLY,MTWTFSS
node/5593551483,16350,Mangalore Express,06:08,JGE,TLY,MTWTFSS
node/5593551483,56671,CLT-CAN Passenger,08:16,JGE,TLY,MTWTFSS
node/5593551483,56674,CLT-CAN Passenger,11:16,JGE,TLY,MTWTFSS
node/5593551483,56677,CLT-CAN Passenger,14:16,JGE,TLY,MTWTFSS
node/5593551483,56680,CLT-CAN Passenger,17:16,JGE,TLY,MTWTFSS
node/5593551483,56683,CLT-CAN Passenger,20:16,JGE,TLY,MTWTFSS
node/5593551526,16605,Mangala Lakshadweep Exp,08:52,ETK,TLY,MTWTFSS
node/5593551526,12625,Kerala Express,10:36,ETK,TLY,MTWTFSS
node/5593551526,16345,Netravati Express,12:13,ETK,TLY,MTWTFSS
node/5593551526,12601,Mangala Express,13:30,ETK,TLY,MT-TFSS
node/5593551526,16525,Kanyakumari Express,15:23,ETK,TLY,MTWTFSS
node/5593551526,12695,Trivandrum Rajdhani,16:23,ETK,TLY,M-W-F--
node/5593551526,22113,Kochuveli Superfast,18:22,ETK,TLY,MTWTFSS
node/5593551526,16859,Malabar Express,20:23,ETK,TLY,MTWTFSS
node/5593551526,12617,Mangala Express,22:06,ETK,TLY,-T-T---
node/5593551526,16527,Guruvayur Express,23:43,ETK,TLY,MTWTFSS
node/5593551526,12511,Rapti Sagar Express,01:00,ETK,TLY,--W--S-
node/5593551526,16335,Nagercoil Express,02:50,ETK,TLY,MTWTFSS
node/5593551526,12081,Jan Shatabdi Express,09:07,ETK,TLY,MTWTF--
node/5593551526,16301,Venad Express,11:23,ETK,TLY,MTWTFSS
node/5593551526,12623,Thiruvananthapuram Mail,14:06,ETK,TLY,MTWTFSS
node/5593551526,16303,Vanchinad Express,17:27,ETK,TLY,MTWTFSS
node/5593551526,16349,Mangalore Express,21:13,ETK,TLY,MTWTFSS
node/5593551526,56651,CAN-CLT Passenger,06:28,ETK,TLY,MTWTFSS
node/5593551526,56654,CAN-CLT Passenger,09:28,ETK,TLY,MTWTFSS
node/5593551526,56657,CAN-CLT Passenger,12:28,ETK,TLY,MTWTFSS
node/5593551526,56660,CAN-CLT Passenger,15:28,ETK,TLY,MTWTFSS
node/5593551526,56663,CAN-CLT Passenger,18:28,ETK,TLY,MTWTFSS
node/5593551526,16606,Mangala Lakshadweep Exp,15:54,TLY,ETK,MTWTFSS
node/5593551526,12626,Kerala Express,18:14,TLY,ETK,MTWTFSS
node/5593551526,16346,Netravati Express,20:06,TLY,ETK,MTWTFSS
node/5593551526,12602,Mangala Express,21:22,TLY,ETK,MT-TFSS
node/5593551526,16526,Kanyakumari Express,00:14,TLY,ETK,MTWTFSS
node/5593551526,12696,Trivandrum Rajdhani,21:55,TLY,ETK,M-W-F--
node/5593551526,22114,Kochuveli Superfast,01:24,TLY,ETK,MTWTFSS
node/5593551526,16860,Malabar Express,05:14,TLY,ETK,MTWTFSS
node/5593551526,12618,Mangala Express,05:44,TLY,ETK,-T-T---
node/5593551526,16528,Guruvayur Express,07:36,TLY,ETK,MTWTFSS
node/5593551526,12512,Rapti Sagar Express,08:22,TLY,ETK,--W--S-
node/5593551526,16336,Nagercoil Express,11:31,TLY,ETK,MTWTFSS
node/5593551526,12082,Jan Shatabdi Express,16:59,TLY,ETK,MTWTF--
node/5593551526,16302,Venad Express,20:53,TLY,ETK,MTWTFSS
node/5593551526,12624,Thiruvananthapuram Mail,22:20,TLY,ETK,MTWTFSS
node/5593551526,16304,Vanchinad Express,03:07,TLY,ETK,MTWTFSS
node/5593551526,16350,Mangalore Express,06:14,TLY,ETK,MTWTFSS
node/5593551526,56671,CLT-CAN Passenger,08:23,TLY,ETK,MTWTFSS
node/5593551526,56674,CLT-CAN Passenger,11:23,TLY,ETK,MTWTFSS
node/5593551526,56677,CLT-CAN Passenger,14:23,TLY,ETK,MTWTFSS
node/5593551526,56680,CLT-CAN Passenger,17:23,TLY,ETK,MTWTFSS
node/5593551526,56683,CLT-CAN Passenger,20:23,TLY,ETK,MTWTFSS
node/5593578668,16605,Mangala Lakshadweep Exp,08:46,ETK,TLY,MTWTFSS
node/5593578668,12625,Kerala Express,10:30,ETK,TLY,MTWTFSS
node/5593578668,16345,Netravati Express,12:07,ETK,TLY,MTWTFSS
node/5593578668,12601,Mangala Express,13:24,ETK,TLY,MT-TFSS
node/5593578668,16525,Kanyakumari Express,15:17,ETK,TLY,MTWTFSS
node/5593578668,12695,Trivandrum Rajdhani,16:18,ETK,TLY,M-W-F--
